n,era5_mean,conus404_mean,bias,mae,rmse,pearson_r,pearson_pvalue,r_squared,nrmse,n_era5,n_conus404,mean_difference,era5_std,conus404_std,std_ratio,ks_statistic,ks_pvalue,p50_era5,p50_conus404,p50_difference,p50_percent_bias,p75_era5,p75_conus404,p75_difference,p75_percent_bias,p90_era5,p90_conus404,p90_difference,p90_percent_bias,p95_era5,p95_conus404,p95_difference,p95_percent_bias,p99_era5,p99_conus404,p99_difference,p99_percent_bias,year,variable,variable_name,units,metric_type,n_matched
365,955.103943,966.005920,10.901956,10.901956,10.925966,0.970917,0.000000,0.942679,3.797676,365,365,10.901978,2.877014,2.570475,0.893453,0.950685,0.000000,955.281067,966.088928,10.807861,1.131380,956.695862,967.391541,10.695679,1.117981,958.660339,969.315491,10.655151,1.111463,959.668152,970.160767,10.492615,1.093359,962.013184,971.353516,9.340332,0.970915,2010,sp,Surface Pressure,hPa,temporal_spatial_mean,365
365,0.618872,0.319112,-0.299760,0.375287,0.458749,0.867320,0.000000,0.752244,0.657956,365,365,-0.299760,0.697233,0.592406,0.849653,0.221918,0.000000,0.642206,0.276807,-0.365399,-56.897442,1.029672,0.694137,-0.335535,-32.586594,1.533934,1.125091,-0.408843,-26.653240,1.836199,1.386574,-0.449625,-24.486706,2.379733,1.753816,-0.625917,-26.301996,2010,u10,10m U-Wind,m/s,temporal_spatial_mean,365
365,-0.157457,-0.520684,-0.363227,0.544723,0.651944,0.757049,0.000000,0.573123,0.791402,365,365,-0.363227,0.823783,0.565247,0.686160,0.342466,0.000000,-0.048471,-0.493536,-0.445065,-918.203674,0.417755,-0.256135,-0.673890,-161.312363,0.775775,0.140939,-0.634836,-81.832451,1.098012,0.449068,-0.648944,-59.101719,1.547618,1.030189,-0.517429,-33.433880,2010,v10,10m V-Wind,m/s,temporal_spatial_mean,365
365,1.136164,0.662368,-0.473796,0.473796,0.475152,0.999114,0.000000,0.998228,1.656741,365,365,-0.473797,0.286799,0.320316,1.116865,0.654795,0.000000,1.035601,0.541343,-0.494258,-47.726650,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158673,-0.415332,-26.386959,1.598887,1.186212,-0.412675,-25.810131,1.619166,1.208136,-0.411030,-25.385286,2010,lai,Leaf Area Index,Index,temporal_spatial_mean,365
365,286.484894,285.862427,-0.622504,0.809361,0.948484,0.997105,0.000000,0.994219,0.124799,365,365,-0.622467,7.600109,7.155976,0.941562,0.115068,0.015863,286.383026,285.542725,-0.840302,-0.293419,293.709686,292.753052,-0.956635,-0.325708,296.617889,295.302979,-1.314911,-0.443301,297.096252,295.895294,-1.200958,-0.404232,297.741943,296.296753,-1.445190,-0.485384,2011,t2m,2m Temperature,K,temporal_spatial_mean,365
365,279.297974,280.115356,0.817390,0.849835,1.031200,0.996350,0.000000,0.992713,0.154878,365,365,0.817383,6.658130,6.365124,0.955993,0.076712,0.233280,278.804565,279.709869,0.905304,0.324709,284.975586,285.986786,1.011200,0.354837,288.262238,288.510956,0.248718,0.086282,289.149353,289.031616,-0.117737,-0.040718,289.615479,289.492096,-0.123383,-0.042602,2011,d2m,2m Dewpoint,K,temporal_spatial_mean,365
365,955.736145,966.725159,10.989046,10.989046,11.014239,0.970950,0.000000,0.942743,3.704764,365,365,10.989014,2.972993,2.666962,0.897063,0.953425,0.000000,955.313660,966.362732,11.049072,1.156591,957.438049,968.168823,10.730774,1.120780,959.922485,970.563538,10.641052,1.108532,961.300537,972.033020,10.732483,1.116454,963.176758,973.617371,10.440613,1.083977,2011,sp,Surface Pressure,hPa,temporal_spatial_mean,365
365,0.458148,0.155425,-0.302723,0.372684,0.452083,0.878495,0.000000,0.771754,0.661715,365,365,-0.302723,0.683199,0.521435,0.763226,0.224658,0.000000,0.397272,0.101252,-0.296020,-74.513176,0.862106,0.448943,-0.413163,-47.924809,1.390876,0.806952,-0.583924,-41.982460,1.629299,1.163833,-0.465466,-28.568470,2.105950,1.552163,-0.553787,-26.296282,2011,u10,10m U-Wind,m/s,temporal_spatial_mean,365
365,0.014438,-0.484818,-0.499255,0.532513,0.634387,0.827748,0.000000,0.685167,0.909975,365,365,-0.499255,0.697148,0.563737,0.808633,0.369863,0.000000,0.069140,-0.376324,-0.445464,-644.294312,0.509016,-0.074354,-0.583370,-114.607445,0.848086,0.174391,-0.673694,-79.437057,1.072709,0.350934,-0.721775,-67.285233,1.503800,0.642115,-0.861684,-57.300468,2011,v10,10m V-Wind,m/s,temporal_spatial_mean,365
365,1.136164,0.662378,-0.473786,0.473786,0.475141,0.999115,0.000000,0.998230,1.656705,365,365,-0.473786,0.286799,0.320312,1.116851,0.654795,0.000000,1.035601,0.541399,-0.494201,-47.721218,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158677,-0.415328,-26.386688,1.598887,1.186216,-0.412671,-25.809893,1.619166,1.208136,-0.411030,-25.385286,2011,lai,Leaf Area Index,Index,temporal_spatial_mean,365
366,287.355316,286.561340,-0.793987,0.889613,1.040017,0.996228,0.000000,0.992471,0.149438,366,366,-0.793976,6.959503,6.639052,0.953955,0.144809,0.000914,287.063416,286.442322,-0.621094,-0.216361,293.518799,292.461975,-1.056824,-0.360053,296.876221,295.596375,-1.279846,-0.431104,297.165039,295.817963,-1.347076,-0.453309,297.541656,296.191650,-1.350006,-0.453720,2012,t2m,2m Temperature,K,temporal_spatial_mean,366
366,279.846771,280.706390,0.859600,0.891372,1.049350,0.995118,0.000000,0.990259,0.175898,366,366,0.859619,5.965683,5.811824,0.974209,0.084699,0.144793,279.594666,280.276520,0.681854,0.243872,284.419067,285.684784,1.265717,0.445018,288.235504,288.510101,0.274597,0.095268,288.597931,288.931488,0.333557,0.115578,289.608063,289.538574,-0.069489,-0.023994,2012,d2m,2m Dewpoint,K,temporal_spatial_mean,366
366,955.949951,966.856018,10.906122,10.906122,10.930501,0.966174,0.000000,0.933492,4.197415,366,366,10.906067,2.604103,2.230818,0.856655,0.975410,0.000000,955.887085,966.851318,10.964233,1.147022,957.514221,968.161743,10.647522,1.111996,959.426880,969.888611,10.461731,1.090415,960.665649,970.688965,10.023315,1.043372,961.926758,971.867004,9.940247,1.033368,2012,sp,Surface Pressure,hPa,temporal_spatial_mean,366
366,0.487285,0.151772,-0.335513,0.403559,0.476452,0.866397,0.000000,0.750644,0.714620,366,366,-0.335513,0.666721,0.517687,0.776467,0.254098,0.000000,0.446430,0.132221,-0.314210,-70.382645,0.882499,0.463981,-0.418518,-47.424202,1.341504,0.844575,-0.496929,-37.042648,1.737349,1.027723,-0.709626,-40.845333,2.176034,1.447722,-0.728312,-33.469715,2012,u10,10m U-Wind,m/s,temporal_spatial_mean,366
366,0.065136,-0.385028,-0.450165,0.521460,0.622100,0.771553,0.000000,0.595294,0.921719,366,366,-0.450165,0.674934,0.519725,0.770038,0.352459,0.000000,0.104985,-0.354426,-0.459411,-437.595337,0.509422,-0.049004,-0.558426,-109.619446,0.871004,0.220727,-0.650277,-74.658295,1.098914,0.415251,-0.683663,-62.212616,1.627507,0.815788,-0.811719,-49.874985,2012,v10,10m V-Wind,m/s,temporal_spatial_mean,366
366,1.135380,0.661550,-0.473831,0.473831,0.475183,0.999110,0.000000,0.998220,1.656850,366,366,-0.473831,0.286799,0.320262,1.116677,0.655738,0.000000,1.034590,0.538944,-0.495646,-47.907482,1.417773,0.976064,-0.441709,-31.155144,1.574003,1.158566,-0.415437,-26.393648,1.598859,1.186152,-0.412707,-25.812588,1.619156,1.208123,-0.411033,-25.385624,2012,lai,Leaf Area Index,Index,temporal_spatial_mean,366
365,286.058533,285.668060,-0.390495,0.646576,0.775487,0.997314,0.000000,0.994636,0.101936,365,365,-0.390472,7.607599,7.215107,0.948408,0.106849,0.030924,285.205933,285.422455,0.216522,0.075918,294.000488,292.833160,-1.167328,-0.397050,295.968323,295.181854,-0.786469,-0.265727,296.502441,295.512115,-0.990326,-0.334003,296.905457,295.818939,-1.086517,-0.365947,2013,t2m,2m Temperature,K,temporal_spatial_mean,365
365,279.223053,280.197052,0.974011,0.991643,1.150202,0.996520,0.000000,0.993051,0.166362,365,365,0.973999,6.913836,6.684589,0.966842,0.098630,0.057357,278.317627,279.979767,1.662140,0.597210,286.225708,286.626343,0.400635,0.139972,288.460693,288.793793,0.333099,0.115475,288.891357,289.164032,0.272675,0.094387,289.863892,289.844757,-0.019135,-0.006601,2013,d2m,2m Dewpoint,K,temporal_spatial_mean,365
365,956.860535,967.830994,10.970411,10.970411,11.001144,0.952397,0.000000,0.907059,4.115463,365,365,10.970459,2.673124,2.440352,0.912921,0.967123,0.000000,956.749268,967.633301,10.884033,1.137606,958.598389,969.578979,10.980591,1.145484,960.519592,970.924072,10.404480,1.083214,961.536438,972.085815,10.549377,1.097138,963.642029,974.222107,10.580078,1.097926,2013,sp,Surface Pressure,hPa,temporal_spatial_mean,365
365,0.370690,0.000427,-0.370263,0.419895,0.491297,0.876650,0.000000,0.768515,0.746842,365,365,-0.370263,0.657833,0.512623,0.779261,0.276712,0.000000,0.350876,-0.063852,-0.414728,-118.197769,0.829232,0.333668,-0.495564,-59.761803,1.192135,0.730177,-0.461958,-38.750465,1.448842,0.862288,-0.586554,-40.484364,1.885459,1.241241,-0.644218,-34.167698,2013,u10,10m U-Wind,m/s,temporal_spatial_mean,365
365,-0.122117,-0.599886,-0.477769,0.544638,0.637641,0.816105,0.000000,0.666028,0.872732,365,365,-0.477769,0.730626,0.589681,0.807090,0.304110,0.000000,-0.088677,-0.616996,-0.528319,-595.775574,0.407168,-0.186434,-0.593602,-145.787994,0.765753,0.150804,-0.614949,-80.306412,0.997722,0.294131,-0.703591,-70.519722,1.457291,0.618945,-0.838346,-57.527691,2013,v10,10m V-Wind,m/s,temporal_spatial_mean,365
365,1.136164,0.662386,-0.473778,0.473778,0.475133,0.999115,0.000000,0.998230,1.656675,365,365,-0.473778,0.286799,0.320310,1.116846,0.654795,0.000000,1.035601,0.541405,-0.494196,-47.720665,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158693,-0.415312,-26.385687,1.598887,1.186221,-0.412666,-25.809580,1.619166,1.208142,-0.411024,-25.384926,2013,lai,Leaf Area Index,Index,temporal_spatial_mean,365
365,286.208618,285.846710,-0.361898,0.591197,0.717137,0.997182,0.000000,0.994372,0.095156,365,365,-0.361908,7.536420,7.262911,0.963708,0.095890,0.069697,287.130157,286.539795,-0.590363,-0.205608,293.433044,292.610352,-0.822693,-0.280368,295.681000,295.201660,-0.479340,-0.162114,295.904602,295.512604,-0.391998,-0.132475,296.461334,295.702301,-0.759033,-0.256031,2014,t2m,2m Temperature,K,temporal_spatial_mean,365
365,279.282776,280.409973,1.127161,1.128281,1.240927,0.997354,0.000000,0.994715,0.176990,365,365,1.127197,7.011280,6.894789,0.983385,0.112329,0.019926,278.867371,280.455048,1.587677,0.569331,286.089539,287.039642,0.950104,0.332100,288.361938,289.135712,0.773773,0.268334,288.713379,289.532166,0.818787,0.283598,289.492828,290.006866,0.514038,0.177565,2014,d2m,2m Dewpoint,K,temporal_spatial_mean,365
365,956.236633,967.073120,10.836525,10.836525,10.861748,0.958565,0.000000,0.918847,4.346415,365,365,10.836487,2.499013,2.194217,0.878034,0.980822,0.000000,956.287048,967.055176,10.768127,1.126035,957.769531,968.349121,10.579590,1.104607,959.494934,969.885925,10.390991,1.082965,960.685913,970.973267,10.287354,1.070834,962.713867,972.860352,10.146484,1.053946,2014,sp,Surface Pressure,hPa,temporal_spatial_mean,365
365,0.537931,0.139722,-0.398208,0.447241,0.528804,0.871443,0.000000,0.759413,0.751089,365,365,-0.398208,0.704051,0.571016,0.811043,0.287671,0.000000,0.517004,0.092274,-0.424730,-82.152237,0.972502,0.496870,-0.475632,-48.908073,1.414816,0.872028,-0.542788,-38.364548,1.692831,1.119860,-0.572971,-33.846909,2.341411,1.609542,-0.731869,-31.257599,2014,u10,10m U-Wind,m/s,temporal_spatial_mean,365
365,-0.029813,-0.391299,-0.361486,0.455122,0.547648,0.775644,0.000000,0.601624,0.840224,365,365,-0.361486,0.651789,0.503303,0.772187,0.273973,0.000000,0.000624,-0.366042,-0.366666,-58732.246094,0.384084,-0.023515,-0.407599,-106.122307,0.827267,0.247756,-0.579511,-70.051308,1.006227,0.356904,-0.649323,-64.530449,1.292711,0.650829,-0.641883,-49.653980,2014,v10,10m V-Wind,m/s,temporal_spatial_mean,365
365,1.136164,0.662406,-0.473758,0.473758,0.475112,0.999114,0.000000,0.998228,1.656601,365,365,-0.473758,0.286799,0.320293,1.116785,0.654795,0.000000,1.035601,0.541442,-0.494159,-47.717144,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158687,-0.415318,-26.386051,1.598887,1.186233,-0.412654,-25.808849,1.619166,1.208140,-0.411026,-25.385029,2014,lai,Leaf Area Index,Index,temporal_spatial_mean,365
365,287.100983,286.612976,-0.488007,0.651140,0.762889,0.997587,0.000000,0.995179,0.104648,365,365,-0.488007,7.290051,6.976411,0.956977,0.104110,0.038206,287.403900,286.883270,-0.520630,-0.181149,294.517181,293.369507,-1.147675,-0.389680,296.166321,295.352570,-0.813751,-0.274762,296.663635,295.924133,-0.739502,-0.249273,297.147003,296.244629,-0.902374,-0.303679,2015,t2m,2m Temperature,K,temporal_spatial_mean,365
365,280.429840,281.300995,0.871139,0.885026,1.041416,0.996733,0.000000,0.993477,0.158456,365,365,0.871155,6.572267,6.341219,0.964845,0.079452,0.199648,280.361115,281.928223,1.567108,0.558961,287.014099,287.480042,0.465942,0.162341,288.702637,289.113495,0.410858,0.142312,289.017456,289.416656,0.399200,0.138123,289.541138,289.764618,0.223480,0.077184,2015,d2m,2m Dewpoint,K,temporal_spatial_mean,365
365,956.656006,967.416260,10.760294,10.760294,10.785721,0.967236,0.000000,0.935545,3.827378,365,365,10.760254,2.818045,2.536010,0.899918,0.942466,0.000000,956.637512,967.231812,10.594299,1.107452,958.104370,968.830139,10.725769,1.119478,959.996033,970.668579,10.672546,1.111728,961.715393,972.259644,10.544250,1.096400,964.328491,974.151245,9.822754,1.018611,2015,sp,Surface Pressure,hPa,temporal_spatial_mean,365
365,0.378879,0.015861,-0.363018,0.425699,0.503643,0.883433,0.000000,0.780454,0.694113,365,365,-0.363018,0.725592,0.561720,0.774154,0.293151,0.000000,0.413005,-0.001913,-0.414918,-100.463287,0.863184,0.384219,-0.478966,-55.488216,1.305798,0.750903,-0.554895,-42.494713,1.556194,0.899070,-0.657124,-42.226337,1.813506,1.315565,-0.497940,-27.457333,2015,u10,10m U-Wind,m/s,temporal_spatial_mean,365
365,-0.008651,-0.439051,-0.430401,0.520482,0.620098,0.784756,0.000000,0.615841,0.862378,365,365,-0.430401,0.719056,0.538763,0.749265,0.353425,0.000000,0.092839,-0.415530,-0.508369,-547.581177,0.541478,-0.037812,-0.579290,-106.983124,0.824029,0.185045,-0.638984,-77.543884,0.996876,0.341012,-0.655864,-65.791931,1.228045,0.580781,-0.647264,-52.706841,2015,v10,10m V-Wind,m/s,temporal_spatial_mean,365
365,1.136164,0.662396,-0.473768,0.473768,0.475123,0.999113,0.000000,0.998227,1.656641,365,365,-0.473768,0.286799,0.320309,1.116840,0.654795,0.000000,1.035601,0.541417,-0.494184,-47.719517,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158701,-0.415304,-26.385202,1.598887,1.186255,-0.412633,-25.807491,1.619166,1.208176,-0.410990,-25.382799,2015,lai,Leaf Area Index,Index,temporal_spatial_mean,365
366,287.263885,286.661041,-0.602813,0.722932,0.840356,0.997578,0.000000,0.995162,0.118844,366,366,-0.602844,7.071059,6.736260,0.952652,0.098361,0.057918,287.644592,287.122650,-0.521942,-0.181454,294.163177,293.095398,-1.067780,-0.362989,296.315308,295.276917,-1.038391,-0.350435,296.859619,295.949890,-0.909729,-0.306451,297.868256,296.689453,-1.178802,-0.395746,2016,t2m,2m Temperature,K,temporal_spatial_mean,366
366,280.368500,281.269073,0.900565,0.910009,1.042619,0.997011,0.000000,0.994031,0.163867,366,366,0.900574,6.362606,6.158192,0.967873,0.079235,0.200906,280.475281,281.911865,1.436584,0.512196,286.219727,286.734680,0.514954,0.179915,288.620758,289.042175,0.421417,0.146011,289.265289,289.782593,0.517303,0.178834,289.615112,290.124298,0.509186,0.175815,2016,d2m,2m Dewpoint,K,temporal_spatial_mean,366
366,956.489441,967.314880,10.825514,10.825514,10.852917,0.960334,0.000000,0.922242,4.290755,366,366,10.825439,2.529372,2.118268,0.837468,0.975410,0.000000,956.507202,967.345398,10.838196,1.133101,958.106873,968.534241,10.427368,1.088330,959.652588,969.867065,10.214478,1.064393,960.718628,970.616089,9.897461,1.030214,962.686096,972.600342,9.914246,1.029852,2016,sp,Surface Pressure,hPa,temporal_spatial_mean,366
366,0.452644,0.105592,-0.347052,0.399922,0.481627,0.886186,0.000000,0.785326,0.677546,366,366,-0.347052,0.710840,0.574750,0.808550,0.256831,0.000000,0.425373,0.038529,-0.386844,-90.942322,0.907571,0.478399,-0.429172,-47.288017,1.369466,0.834282,-0.535184,-39.079762,1.589523,1.124375,-0.465148,-29.263367,2.235200,1.638513,-0.596687,-26.695026,2016,u10,10m U-Wind,m/s,temporal_spatial_mean,366
366,-0.031713,-0.434873,-0.403159,0.535567,0.621046,0.711554,0.000000,0.506309,0.923767,366,366,-0.403159,0.672298,0.482914,0.718305,0.371585,0.000000,0.044799,-0.418297,-0.463095,-1033.729370,0.447977,-0.090108,-0.538085,-120.114388,0.810800,0.167861,-0.642939,-79.296875,0.942927,0.301410,-0.641517,-68.034653,1.263860,0.624744,-0.639116,-50.568584,2016,v10,10m V-Wind,m/s,temporal_spatial_mean,366
366,1.135380,0.661565,-0.473815,0.473815,0.475168,0.999111,0.000000,0.998223,1.656796,366,366,-0.473815,0.286799,0.320271,1.116708,0.655738,0.000000,1.034590,0.538952,-0.495638,-47.906731,1.417773,0.976080,-0.441693,-31.154030,1.574003,1.158596,-0.415407,-26.391777,1.598859,1.186172,-0.412687,-25.811365,1.619156,1.208163,-0.410992,-25.383121,2016,lai,Leaf Area Index,Index,temporal_spatial_mean,366
365,287.046387,286.445160,-0.601233,0.753971,0.887535,0.996147,0.000000,0.992310,0.127192,365,365,-0.601227,6.977917,6.723459,0.963534,0.087671,0.120960,287.242737,286.148010,-1.094727,-0.381115,293.753265,292.865723,-0.887543,-0.302139,295.909698,295.319611,-0.590088,-0.199415,296.651367,295.835297,-0.816071,-0.275094,297.256409,296.035065,-1.221344,-0.410872,2017,t2m,2m Temperature,K,temporal_spatial_mean,365
365,280.158508,280.887299,0.728789,0.777244,0.953633,0.995917,0.000000,0.991851,0.151846,365,365,0.728790,6.280265,6.016171,0.957949,0.079452,0.199648,279.858429,280.488190,0.629761,0.225028,286.187073,286.664398,0.477325,0.166788,288.513855,288.807556,0.293701,0.101798,288.928650,289.097015,0.168365,0.058272,289.472015,289.423553,-0.048462,-0.016741,2017,d2m,2m Dewpoint,K,temporal_spatial_mean,365
365,956.121765,966.992798,10.871055,10.871055,10.899783,0.972547,0.000000,0.945847,3.448763,365,365,10.871033,3.160491,2.782966,0.880549,0.928767,0.000000,956.148438,967.069397,10.920959,1.142182,958.278564,968.798889,10.520325,1.097836,959.621277,970.261047,10.639771,1.108747,960.973267,971.312439,10.339172,1.075906,964.405029,973.850525,9.445496,0.979412,2017,sp,Surface Pressure,hPa,temporal_spatial_mean,365
365,0.483381,0.129151,-0.354230,0.417971,0.519409,0.867796,0.000000,0.753070,0.692502,365,365,-0.354230,0.750047,0.577459,0.769897,0.252055,0.000000,0.404762,0.083737,-0.321025,-79.312035,0.922316,0.459399,-0.462916,-50.190681,1.495015,0.938739,-0.556276,-37.208710,1.814800,1.213574,-0.601226,-33.129059,2.545279,1.646738,-0.898541,-35.302254,2017,u10,10m U-Wind,m/s,temporal_spatial_mean,365
365,0.046969,-0.371135,-0.418104,0.518539,0.611155,0.732920,0.000000,0.537171,0.936097,365,365,-0.418104,0.652876,0.516192,0.790643,0.304110,0.000000,0.054295,-0.380890,-0.435185,-801.521301,0.535733,-0.026672,-0.562406,-104.978661,0.870414,0.295452,-0.574962,-66.056152,1.020088,0.445233,-0.574855,-56.353447,1.441001,0.787784,-0.653217,-45.330765,2017,v10,10m V-Wind,m/s,temporal_spatial_mean,365
365,1.136164,0.662389,-0.473775,0.473775,0.475129,0.999115,0.000000,0.998230,1.656663,365,365,-0.473775,0.286799,0.320302,1.116817,0.654795,0.000000,1.035601,0.541364,-0.494236,-47.724613,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158677,-0.415328,-26.386724,1.598887,1.186221,-0.412666,-25.809593,1.619166,1.208137,-0.411029,-25.385206,2017,lai,Leaf Area Index,Index,temporal_spatial_mean,365
365,286.627686,286.139679,-0.488043,0.713660,0.874376,0.996846,0.000000,0.993703,0.116614,365,365,-0.488007,7.498044,7.059312,0.941487,0.104110,0.038206,285.770935,285.923157,0.152222,0.053267,294.488647,293.260223,-1.228424,-0.417138,296.564453,295.771271,-0.793182,-0.267457,297.006622,296.026642,-0.979980,-0.329952,297.442505,296.534729,-0.907776,-0.305194,2018,t2m,2m Temperature,K,temporal_spatial_mean,365
365,279.879028,280.643341,0.764324,0.826085,1.031862,0.995924,0.000000,0.991864,0.152583,365,365,0.764313,6.762634,6.405747,0.947227,0.112329,0.019926,279.624542,280.874268,1.249725,0.446930,286.842682,287.175049,0.332367,0.115871,288.733093,289.048523,0.315430,0.109246,289.110321,289.430725,0.320404,0.110824,289.690826,289.736938,0.046112,0.015918,2018,d2m,2m Dewpoint,K,temporal_spatial_mean,365
365,957.072510,967.948120,10.875518,10.875518,10.901712,0.969938,0.000000,0.940780,3.807387,365,365,10.875610,2.863305,2.485816,0.868163,0.942466,0.000000,956.880066,967.727173,10.847107,1.133591,958.458496,969.131042,10.672546,1.113512,960.468201,971.006531,10.538330,1.097208,962.912231,972.923950,10.011719,1.039733,965.521973,975.661621,10.139648,1.050173,2018,sp,Surface Pressure,hPa,temporal_spatial_mean,365
365,0.397724,0.053518,-0.344205,0.393167,0.464545,0.884612,0.000000,0.782539,0.699093,365,365,-0.344205,0.664497,0.551712,0.830270,0.284932,0.000000,0.431831,-0.013660,-0.445491,-103.163353,0.790192,0.397243,-0.392949,-49.728245,1.266098,0.783822,-0.482276,-38.091522,1.553013,1.102918,-0.450095,-28.982037,2.015509,1.442993,-0.572516,-28.405518,2018,u10,10m U-Wind,m/s,temporal_spatial_mean,365
365,0.026975,-0.417265,-0.444241,0.538765,0.624163,0.743928,0.000000,0.553429,0.951353,365,365,-0.444241,0.656079,0.490871,0.748189,0.386301,0.000000,0.134440,-0.375292,-0.509732,-379.151733,0.566652,-0.113018,-0.679670,-119.944870,0.791917,0.160638,-0.631278,-79.715233,0.912678,0.284405,-0.628273,-68.838448,1.094963,0.697494,-0.397469,-36.299763,2018,v10,10m V-Wind,m/s,temporal_spatial_mean,365
365,1.136164,0.662402,-0.473762,0.473762,0.475116,0.999114,0.000000,0.998229,1.656616,365,365,-0.473762,0.286799,0.320300,1.116810,0.654795,0.000000,1.035601,0.541431,-0.494170,-47.718197,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158700,-0.415305,-26.385256,1.598887,1.186233,-0.412654,-25.808832,1.619166,1.208146,-0.411020,-25.384691,2018,lai,Leaf Area Index,Index,temporal_spatial_mean,365
365,286.348419,285.965149,-0.383282,0.640594,0.752502,0.997753,0.000000,0.995511,0.100505,365,365,-0.383270,7.487239,7.060855,0.943052,0.090411,0.101214,286.832520,286.321442,-0.511078,-0.178180,293.551605,292.878113,-0.673492,-0.229429,296.207458,295.432220,-0.775238,-0.261721,296.921814,295.914581,-1.007233,-0.339225,297.268005,296.225677,-1.042328,-0.350636,2019,t2m,2m Temperature,K,temporal_spatial_mean,365
365,279.805267,280.677643,0.872408,0.892523,1.073294,0.995930,0.000000,0.991877,0.162445,365,365,0.872375,6.607110,6.389827,0.967114,0.098630,0.057357,279.495941,280.616638,1.120697,0.400971,286.427155,287.196228,0.769073,0.268506,288.475525,288.977295,0.501770,0.173939,289.061890,289.316162,0.254272,0.087965,289.434753,289.722870,0.288116,0.099545,2019,d2m,2m Dewpoint,K,temporal_spatial_mean,365
365,956.202576,967.143860,10.941334,10.941334,10.967954,0.965149,0.000000,0.931513,4.004339,365,365,10.941284,2.739017,2.380105,0.868963,0.967123,0.000000,956.094910,967.100159,11.005249,1.151062,958.138855,968.861023,10.722168,1.119062,959.542908,970.259644,10.716736,1.116858,960.959656,971.131653,10.171997,1.058525,962.641174,972.301331,9.660156,1.003505,2019,sp,Surface Pressure,hPa,temporal_spatial_mean,365
365,0.429875,0.097656,-0.332218,0.393066,0.475451,0.860278,0.000000,0.740078,0.724761,365,365,-0.332218,0.656011,0.502486,0.765971,0.301370,0.000000,0.465260,0.109352,-0.355908,-76.496666,0.831179,0.395724,-0.435455,-52.390011,1.225723,0.723643,-0.502080,-40.961937,1.516153,0.973761,-0.542391,-35.774200,2.012241,1.302521,-0.709720,-35.270138,2019,u10,10m U-Wind,m/s,temporal_spatial_mean,365
365,0.011756,-0.423458,-0.435215,0.500208,0.588470,0.782623,0.000000,0.612498,0.941086,365,365,-0.435215,0.625309,0.562641,0.899780,0.320548,0.000000,0.050425,-0.382425,-0.432850,-858.396729,0.489290,-0.034576,-0.523867,-107.066666,0.775201,0.234161,-0.541040,-69.793564,0.961545,0.475484,-0.486061,-50.550007,1.306270,0.768627,-0.537644,-41.158680,2019,v10,10m V-Wind,m/s,temporal_spatial_mean,365
365,1.136164,0.662409,-0.473755,0.473755,0.475110,0.999114,0.000000,0.998229,1.656594,365,365,-0.473755,0.286799,0.320302,1.116818,0.654795,0.000000,1.035601,0.541450,-0.494151,-47.716377,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158708,-0.415297,-26.384726,1.598887,1.186268,-0.412620,-25.806671,1.619166,1.208172,-0.410994,-25.383062,2019,lai,Leaf Area Index,Index,temporal_spatial_mean,365
366,287.108521,286.555664,-0.552872,0.746827,0.876016,0.996375,0.000000,0.992763,0.124685,366,366,-0.552856,7.025816,6.677098,0.950366,0.136612,0.002135,286.609863,285.832825,-0.777039,-0.271114,293.648102,292.561462,-1.086639,-0.370048,296.812653,295.883789,-0.928864,-0.312946,297.265442,296.166565,-1.098877,-0.369662,297.498596,296.462067,-1.036530,-0.348415,2020,t2m,2m Temperature,K,temporal_spatial_mean,366
366,279.878387,280.834625,0.956251,0.982670,1.139241,0.994997,0.000000,0.990018,0.187706,366,366,0.956238,6.069296,5.913365,0.974308,0.109290,0.025193,278.682343,280.016907,1.334564,0.478884,285.598450,286.434601,0.836151,0.292772,288.377014,288.959290,0.582275,0.201915,288.993042,289.408569,0.415527,0.143785,289.930359,290.090424,0.160065,0.055208,2020,d2m,2m Dewpoint,K,temporal_spatial_mean,366
366,956.621521,967.481567,10.860071,10.860071,10.884471,0.965641,0.000000,0.932463,4.056041,366,366,10.860046,2.683521,2.381037,0.887281,0.967213,0.000000,956.593872,967.404541,10.810669,1.130121,958.344238,969.025146,10.680908,1.114517,959.929443,970.397949,10.468506,1.090549,961.036987,971.595215,10.558228,1.098629,963.548096,973.598022,10.049927,1.043012,2020,sp,Surface Pressure,hPa,temporal_spatial_mean,366
366,0.471645,0.127547,-0.344098,0.410149,0.489664,0.889058,0.000000,0.790425,0.660447,366,366,-0.344098,0.741412,0.580639,0.783153,0.273224,0.000000,0.461615,0.069091,-0.392524,-85.032768,0.926591,0.489343,-0.437248,-47.188927,1.397146,0.889899,-0.507247,-36.305935,1.799200,1.079899,-0.719300,-39.978909,2.420569,1.698400,-0.722169,-29.834665,2020,u10,10m U-Wind,m/s,temporal_spatial_mean,366
