n,era5_mean,conus404_mean,bias,mae,rmse,pearson_r,pearson_pvalue,r_squared,nrmse,n_era5,n_conus404,mean_difference,era5_std,conus404_std,std_ratio,ks_statistic,ks_pvalue,p50_era5,p50_conus404,p50_difference,p50_percent_bias,p75_era5,p75_conus404,p75_difference,p75_percent_bias,p90_era5,p90_conus404,p90_difference,p90_percent_bias,p95_era5,p95_conus404,p95_difference,p95_percent_bias,p99_era5,p99_conus404,p99_difference,p99_percent_bias,year,season,variable,variable_name,units
91,271.437836,272.338928,0.901088,0.938154,1.159510,0.963349,0.000000,0.928041,0.477475,91,91,0.901093,2.428419,2.010561,0.827930,0.230769,0.015457,271.384369,272.213745,0.829376,0.305609,272.813354,273.293274,0.479919,0.175915,274.584015,274.571045,-0.012970,-0.004723,276.161621,276.829346,0.667725,0.241788,277.214447,277.291840,0.077393,0.027918,2000,Winter,d2m,2m Dewpoint,K
92,278.772644,279.235443,0.462763,0.596967,0.709752,0.987576,0.000000,0.975307,0.218063,92,92,0.462799,3.254810,3.047023,0.936160,0.141304,0.318630,278.418518,278.924072,0.505554,0.181581,281.468781,281.899628,0.430847,0.153071,284.028870,283.852142,-0.176727,-0.062222,284.372253,284.228394,-0.143860,-0.050589,284.682220,284.561493,-0.120728,-0.042408,2000,Spring,d2m,2m Dewpoint,K
92,287.426605,287.276886,-0.149703,0.248455,0.304864,0.983831,0.000000,0.967924,0.213108,92,92,-0.149719,1.430564,1.337520,0.934960,0.130435,0.416118,287.621399,287.493256,-0.128143,-0.044553,288.437744,288.080536,-0.357208,-0.123842,289.126801,288.873138,-0.253662,-0.087734,289.385437,289.031738,-0.353699,-0.122224,289.596436,289.261993,-0.334442,-0.115486,2000,Summer,d2m,2m Dewpoint,K
91,280.537720,281.401184,0.863467,0.928977,1.107991,0.995512,0.000000,0.991044,0.243551,91,91,0.863464,4.549324,3.984185,0.875775,0.142857,0.312341,281.452637,282.270813,0.818176,0.290698,283.999756,284.302216,0.302460,0.106500,286.203674,286.476562,0.272888,0.095348,286.617035,286.843567,0.226532,0.079036,287.612366,287.324554,-0.287811,-0.100069,2000,Autumn,d2m,2m Dewpoint,K
91,958.756409,96941.140625,95982.406250,95982.406250,95982.742188,0.976368,0.000000,0.953295,30727.207031,91,91,95982.382812,3.123705,258.717285,82.823845,1.000000,0.000000,958.744385,96956.773438,95998.031250,10012.890625,961.103027,97147.281250,96186.179688,10007.894531,962.744629,97275.093750,96312.351562,10003.935547,963.903320,97317.546875,96353.640625,9996.193359,964.490051,97442.875000,96478.382812,10003.045898,2000,Winter,sp,Surface Pressure,hPa
92,955.454834,96671.898438,95716.437500,95716.437500,95716.773438,0.986110,0.000000,0.972413,32073.232422,92,92,95716.445312,2.984319,257.705109,86.353058,1.000000,0.000000,955.656372,96677.593750,95721.937500,10016.355469,957.196045,96838.070312,95880.875000,10016.848633,958.950806,96986.226562,96027.273438,10013.785156,960.461609,97059.414062,96098.953125,10005.496094,961.591858,97217.445312,96255.851562,10010.052734,2000,Spring,sp,Surface Pressure,hPa
92,956.412720,96722.882812,95766.453125,95766.453125,95766.562500,0.973613,0.000000,0.947922,59159.468750,92,92,95766.468750,1.618787,137.580460,84.989861,1.000000,0.000000,956.400635,96729.601562,95773.203125,10013.920898,957.484192,96811.070312,95853.585938,10010.984375,958.661072,96897.703125,95939.039062,10007.607422,959.118408,96952.617188,95993.500000,10008.513672,959.322571,96996.359375,96037.039062,10010.922852,2000,Summer,sp,Surface Pressure,hPa
91,956.488953,96716.789062,95760.304688,95760.304688,95760.617188,0.967544,0.000000,0.936141,34748.703125,91,91,95760.296875,2.755804,240.792908,87.376640,1.000000,0.000000,956.636780,96728.242188,95771.601562,10011.281250,958.453247,96893.593750,95935.140625,10009.371094,959.971191,97015.554688,96055.585938,10006.090820,960.937256,97098.640625,96137.703125,10004.576172,962.883179,97214.421875,96251.539062,9996.180664,2000,Autumn,sp,Surface Pressure,hPa
91,0.711030,0.413424,-0.297606,0.355417,0.434646,0.901919,0.000000,0.813458,0.640204,91,91,-0.297606,0.678918,0.492474,0.725380,0.274725,0.001979,0.682777,0.369244,-0.313533,-45.920204,1.205983,0.795795,-0.410188,-34.012760,1.609695,1.031046,-0.578649,-35.947746,1.760919,1.198501,-0.562418,-31.938883,1.989780,1.455020,-0.534760,-26.875324,2000,Winter,u10,10m U-Wind,m/s
92,0.553638,0.209717,-0.343921,0.398606,0.490882,0.878567,0.000000,0.771881,0.705710,92,92,-0.343921,0.695586,0.500169,0.719062,0.326087,0.000100,0.563594,0.194099,-0.369495,-65.560555,0.976781,0.446627,-0.530154,-54.275600,1.558654,0.840002,-0.718652,-46.107243,1.800393,1.171052,-0.629341,-34.955769,1.933645,1.447435,-0.486210,-25.144745,2000,Spring,u10,10m U-Wind,m/s
92,0.305991,-0.121464,-0.427455,0.430177,0.502317,0.843891,0.000000,0.712152,1.083878,92,92,-0.427455,0.463444,0.302891,0.653566,0.478261,0.000000,0.301011,-0.118516,-0.419527,-139.372772,0.639918,0.065375,-0.574542,-89.783783,0.900734,0.297763,-0.602971,-66.942162,1.068267,0.417502,-0.650765,-60.917824,1.266710,0.535210,-0.731500,-57.748043,2000,Summer,u10,10m U-Wind,m/s
91,0.280883,0.046916,-0.233967,0.337133,0.434913,0.868521,0.000000,0.754329,0.676748,91,91,-0.233967,0.642651,0.376646,0.586081,0.296703,0.000615,0.230724,0.039591,-0.191133,-82.840561,0.683808,0.294051,-0.389757,-56.998077,0.996330,0.452790,-0.543540,-54.554188,1.308175,0.602548,-0.705627,-53.939789,1.792099,0.914805,-0.877295,-48.953461,2000,Autumn,u10,10m U-Wind,m/s
91,-0.323717,-0.465602,-0.141885,0.426490,0.509388,0.826278,0.000000,0.682735,0.599482,91,91,-0.141885,0.849712,0.600729,0.706979,0.186813,0.083428,-0.352324,-0.566586,-0.214262,-60.814114,0.357581,-0.018942,-0.376523,-105.297356,0.751555,0.286496,-0.465059,-61.879539,0.997978,0.455749,-0.542229,-54.332729,1.300075,1.047118,-0.252957,-19.457111,2000,Winter,v10,10m V-Wind,m/s
92,0.002130,-0.395020,-0.397150,0.451634,0.539276,0.776097,0.000000,0.602326,0.932191,92,92,-0.397150,0.578504,0.450469,0.778678,0.315217,0.000193,-0.027342,-0.400242,-0.372901,-1363.852173,0.364676,-0.124195,-0.488871,-134.056412,0.856295,0.202590,-0.653705,-76.341141,0.959444,0.297108,-0.662336,-69.033310,1.135394,0.665886,-0.469508,-41.351959,2000,Spring,v10,10m V-Wind,m/s
92,0.443010,-0.196261,-0.639271,0.644003,0.708897,0.609408,0.000000,0.371378,1.836736,92,92,-0.639271,0.385955,0.250273,0.648453,0.717391,0.000000,0.441872,-0.196081,-0.637952,-144.375046,0.727889,-0.034559,-0.762448,-104.747826,0.941423,0.086710,-0.854712,-90.789429,1.030408,0.220331,-0.810077,-78.617149,1.226878,0.414534,-0.812344,-66.212318,2000,Summer,v10,10m V-Wind,m/s
91,-0.405899,-0.797244,-0.391345,0.475241,0.572902,0.797136,0.000000,0.635426,0.827839,91,91,-0.391345,0.692046,0.530171,0.766092,0.263736,0.003427,-0.392945,-0.734244,-0.341299,-86.856834,0.080426,-0.361293,-0.441719,-549.223145,0.599111,-0.187360,-0.786471,-131.272964,0.669770,0.021402,-0.648368,-96.804588,0.915106,0.199617,-0.715489,-78.186493,2000,Autumn,v10,10m V-Wind,m/s
91,0.830935,0.331276,-0.499659,0.499659,0.499791,0.636536,0.000000,0.405178,35.329876,91,91,-0.499659,0.014146,0.012621,0.892153,1.000000,0.000000,0.825907,0.326638,-0.499269,-60.450985,0.839086,0.339848,-0.499238,-59.497852,0.851313,0.351291,-0.500023,-58.735420,0.860962,0.355153,-0.505809,-58.749294,0.868680,0.360687,-0.507993,-58.478695,2000,Winter,lai,Leaf Area Index,Index
92,1.071447,0.579629,-0.491819,0.491819,0.492013,0.998174,0.000000,0.996352,2.967807,92,92,-0.491819,0.165783,0.175011,1.055658,0.902174,0.000000,1.039403,0.528488,-0.510915,-49.154652,1.212397,0.724549,-0.487848,-40.238312,1.317859,0.848166,-0.469693,-35.640598,1.353485,0.891337,-0.462148,-34.145035,1.381986,0.925875,-0.456111,-33.004032,2000,Spring,lai,Leaf Area Index,Index
92,1.543955,1.122748,-0.421207,0.421207,0.421341,0.998137,0.000000,0.996277,7.007889,92,92,-0.421207,0.060124,0.069995,1.164181,1.000000,0.000000,1.561647,1.145007,-0.416640,-26.679533,1.593155,1.178819,-0.414335,-26.007235,1.611411,1.200097,-0.411314,-25.525061,1.618217,1.206264,-0.411953,-25.457222,1.622969,1.212172,-0.410797,-25.311449,2000,Summer,lai,Leaf Area Index,Index
91,1.091397,0.608372,-0.483025,0.483025,0.483902,0.999799,0.000000,0.999598,2.719550,91,91,-0.483025,0.177934,0.206801,1.162230,0.824176,0.000000,1.029400,0.541798,-0.487602,-47.367596,1.246184,0.789526,-0.456658,-36.644508,1.368852,0.927034,-0.441818,-32.276527,1.401409,0.964713,-0.436697,-31.161259,1.427456,0.994855,-0.432600,-30.305698,2000,Autumn,lai,Leaf Area Index,Index
90,277.160645,277.589661,0.429002,0.682820,0.861734,0.964829,0.000000,0.930896,0.397005,90,90,0.429016,2.170588,1.611587,0.742465,0.233333,0.014634,276.819977,277.199036,0.379059,0.136933,278.373993,278.164856,-0.209137,-0.075128,280.279724,280.334045,0.054321,0.019381,281.643707,280.844940,-0.798767,-0.283609,282.399811,281.239716,-1.160095,-0.410799,2001,Winter,t2m,2m Temperature,K
92,285.373138,284.871246,-0.501915,0.713574,0.796819,0.996260,0.000000,0.992534,0.179799,92,92,-0.501892,4.431725,3.928972,0.886556,0.163043,0.173668,285.047791,284.245422,-0.802368,-0.281485,289.893188,288.680145,-1.213043,-0.418445,291.141815,290.164185,-0.977631,-0.335792,291.342651,290.497498,-0.845154,-0.290089,291.917480,291.307251,-0.610229,-0.209042,2001,Spring,t2m,2m Temperature,K
92,295.354218,294.379425,-0.974806,0.974806,1.016276,0.981505,0.000000,0.963352,0.677154,92,92,-0.974792,1.500804,1.477756,0.984643,0.445652,0.000000,295.655884,294.783569,-0.872314,-0.295044,296.085602,295.360565,-0.725037,-0.244874,296.935486,295.915283,-1.020203,-0.343577,297.237030,296.190643,-1.046387,-0.352038,298.151367,296.804352,-1.347015,-0.451789,2001,Summer,t2m,2m Temperature,K
91,288.003357,287.670135,-0.333249,0.409106,0.492841,0.995988,0.000000,0.991991,0.123270,91,91,-0.333221,3.998062,3.920223,0.980531,0.076923,0.952399,287.663788,287.427032,-0.236755,-0.082303,291.405670,291.513794,0.108124,0.037104,293.053375,292.560089,-0.493286,-0.168326,294.266846,293.670807,-0.596039,-0.202550,295.128540,294.211792,-0.916748,-0.310627,2001,Autumn,t2m,2m Temperature,K
90,272.322266,273.252167,0.929906,0.989904,1.188098,0.965586,0.000000,0.932357,0.500326,90,90,0.929901,2.374645,1.886209,0.794312,0.300000,0.000561,271.981964,272.818115,0.836151,0.307429,273.402924,273.883331,0.480408,0.175714,276.120026,276.321259,0.201233,0.072879,277.123260,277.182556,0.059296,0.021397,277.934174,277.639679,-0.294495,-0.105958,2001,Winter,d2m,2m Dewpoint,K
92,278.362885,278.924866,0.561975,0.600115,0.739052,0.991616,0.000000,0.983302,0.216401,92,92,0.561981,3.415201,3.197840,0.936355,0.130435,0.416118,278.948486,279.100281,0.151794,0.054417,281.172699,281.622101,0.449402,0.159831,282.774200,283.195343,0.421143,0.148932,283.682281,283.810760,0.128479,0.045290,284.401642,284.432892,0.031250,0.010988,2001,Spring,d2m,2m Dewpoint,K
92,287.799438,287.630951,-0.168479,0.262056,0.339861,0.984478,0.000000,0.969196,0.213122,92,92,-0.168488,1.594682,1.476190,0.925696,0.119565,0.528851,288.194000,288.081055,-0.112946,-0.039191,288.858002,288.647980,-0.210022,-0.072708,289.496857,289.285431,-0.211426,-0.073032,289.720215,289.518036,-0.202179,-0.069784,290.220825,289.627594,-0.593231,-0.204407,2001,Summer,d2m,2m Dewpoint,K
91,281.352661,282.124969,0.772291,0.799900,0.964886,0.987956,0.000000,0.976058,0.272207,91,91,0.772308,3.544681,3.318298,0.936135,0.153846,0.232523,281.466827,282.091644,0.624817,0.221986,284.706909,285.459564,0.752655,0.264361,286.137207,286.516235,0.379028,0.132464,287.027588,287.117737,0.090149,0.031408,287.326141,287.237335,-0.088806,-0.030908,2001,Autumn,d2m,2m Dewpoint,K
90,957.483582,96812.210938,95854.718750,95854.718750,95855.070312,0.962909,0.000000,0.927194,34009.621094,90,90,95854.726562,2.818469,256.258728,90.921242,1.000000,0.000000,957.835693,96853.234375,95895.398438,10011.675781,959.191467,96988.296875,96029.101562,10011.462891,960.899536,97105.484375,96144.585938,10005.685547,961.490112,97174.843750,96213.351562,10006.691406,964.253723,97364.742188,96400.492188,9997.419922,2001,Winter,sp,Surface Pressure,hPa
92,955.826172,96704.437500,95748.609375,95748.609375,95748.835938,0.961239,0.000000,0.923980,36804.421875,92,92,95748.609375,2.601558,215.141800,82.697289,1.000000,0.000000,955.912231,96735.531250,95779.617188,10019.708984,958.088745,96871.015625,95912.929688,10010.860352,959.125671,96952.265625,95993.140625,10008.400391,959.822571,97027.203125,96067.382812,10008.868164,960.167786,97072.070312,96111.906250,10009.908203,2001,Spring,sp,Surface Pressure,hPa
92,956.380371,96707.304688,95750.914062,95750.914062,95751.093750,0.973579,0.000000,0.947857,42987.851562,92,92,95750.921875,2.227399,185.240189,83.164352,1.000000,0.000000,956.524109,96715.421875,95758.898438,10011.132812,957.887085,96833.531250,95875.640625,10009.075195,959.233337,96942.406250,95983.171875,10006.238281,960.099121,97005.703125,96045.601562,10003.716797,960.803223,97090.703125,96129.898438,10005.160156,2001,Summer,sp,Surface Pressure,hPa
91,956.960266,96741.898438,95784.937500,95784.937500,95785.203125,0.965941,0.000000,0.933042,33809.492188,91,91,95784.937500,2.833086,233.776840,82.516678,1.000000,0.000000,956.992126,96727.210938,95770.218750,10007.419922,958.479004,96881.820312,95923.343750,10007.871094,960.802124,97033.320312,96072.515625,9999.199219,961.207031,97120.421875,96159.218750,10004.006836,963.691345,97284.296875,96320.609375,9994.964844,2001,Autumn,sp,Surface Pressure,hPa
90,0.793793,0.385172,-0.408621,0.436591,0.525948,0.899909,0.000000,0.809836,0.716996,90,90,-0.408621,0.733544,0.574536,0.783233,0.300000,0.000561,0.791276,0.327388,-0.463888,-58.625313,1.277358,0.756259,-0.521099,-40.795074,1.708622,1.141747,-0.566875,-33.177326,2.059718,1.350420,-0.709298,-34.436661,2.442227,1.575948,-0.866279,-35.470848,2001,Winter,u10,10m U-Wind,m/s
92,0.518821,0.206811,-0.312010,0.386447,0.453632,0.865467,0.000000,0.749034,0.704149,92,92,-0.312010,0.644227,0.492186,0.763994,0.271739,0.002137,0.544825,0.130055,-0.414770,-76.129044,0.927559,0.586115,-0.341444,-36.811001,1.279097,0.828985,-0.450111,-35.189774,1.615164,1.039485,-0.575679,-35.642136,2.104338,1.408597,-0.695742,-33.062252,2001,Spring,u10,10m U-Wind,m/s
92,0.333106,-0.084712,-0.417818,0.430098,0.483243,0.819237,0.000000,0.671150,1.158016,92,92,-0.417818,0.417302,0.300814,0.720855,0.510870,0.000000,0.311298,-0.086659,-0.397957,-127.837952,0.616435,0.082622,-0.533813,-86.596848,0.911578,0.326899,-0.584678,-64.139183,0.998857,0.424826,-0.574031,-57.468750,1.214353,0.645619,-0.568735,-46.834373,2001,Summer,u10,10m U-Wind,m/s
91,0.065974,-0.116491,-0.182464,0.337370,0.417912,0.815219,0.000000,0.664581,0.651952,91,91,-0.182464,0.641017,0.463132,0.722495,0.208791,0.037590,0.023503,-0.069893,-0.093396,-397.374878,0.491260,0.209051,-0.282209,-57.445969,0.889525,0.508091,-0.381434,-42.880611,1.115694,0.644030,-0.471664,-42.275379,1.517022,0.871937,-0.645086,-42.523148,2001,Autumn,u10,10m U-Wind,m/s
90,-0.305588,-0.546666,-0.241079,0.513947,0.630575,0.401716,0.000087,0.161376,1.083393,90,90,-0.241079,0.582038,0.469202,0.806136,0.255556,0.005425,-0.376119,-0.516078,-0.139959,-37.211330,0.164871,-0.297534,-0.462404,-280.464874,0.502485,0.016660,-0.485825,-96.684433,0.673241,0.293942,-0.379300,-56.339336,0.845180,0.573638,-0.271542,-32.128288,2001,Winter,v10,10m V-Wind,m/s
92,-0.149043,-0.620944,-0.471901,0.566184,0.672445,0.700593,0.000000,0.490831,1.002362,92,92,-0.471901,0.670860,0.451610,0.673181,0.445652,0.000000,-0.108477,-0.605349,-0.496872,-458.042450,0.233956,-0.306610,-0.540567,-231.054535,0.618888,-0.093594,-0.712482,-115.123009,0.974413,0.086498,-0.887914,-91.123039,1.081650,0.342269,-0.739382,-68.356819,2001,Spring,v10,10m V-Wind,m/s
92,0.517829,-0.031274,-0.549103,0.553186,0.609737,0.709491,0.000000,0.503377,1.664114,92,92,-0.549103,0.366404,0.319901,0.873083,0.608696,0.000000,0.526022,-0.045522,-0.571544,-108.654022,0.848582,0.124727,-0.723855,-85.301689,0.981423,0.345911,-0.635512,-64.754166,1.055829,0.575475,-0.480354,-45.495411,1.152681,0.812438,-0.340243,-29.517496,2001,Summer,v10,10m V-Wind,m/s
91,-0.171399,-0.537314,-0.365914,0.479857,0.581656,0.731045,0.000000,0.534427,0.878040,91,91,-0.365914,0.662449,0.495227,0.747571,0.318681,0.000174,-0.144588,-0.520564,-0.375975,-260.031158,0.352961,-0.185245,-0.538207,-152.483215,0.662968,0.055245,-0.607723,-91.667084,0.803835,0.229333,-0.574501,-71.470078,0.960735,0.370458,-0.590276,-61.440105,2001,Autumn,v10,10m V-Wind,m/s
90,0.830802,0.330975,-0.499827,0.499827,0.499958,0.632473,0.000000,0.400022,35.362171,90,90,-0.499827,0.014138,0.012372,0.875042,1.000000,0.000000,0.825802,0.326575,-0.499228,-60.453659,0.838845,0.339480,-0.499364,-59.530010,0.851528,0.350200,-0.501328,-58.873886,0.861069,0.354212,-0.506858,-58.863754,0.868702,0.359863,-0.508839,-58.574627,2001,Winter,lai,Leaf Area Index,Index
92,1.071378,0.579589,-0.491789,0.491789,0.491983,0.998167,0.000000,0.996336,2.966026,92,92,-0.491789,0.165873,0.175065,1.055420,0.902174,0.000000,1.039403,0.528494,-0.510908,-49.154041,1.212397,0.724552,-0.487844,-40.238014,1.317859,0.848166,-0.469693,-35.640587,1.353485,0.891337,-0.462148,-34.145035,1.381986,0.925874,-0.456112,-33.004086,2001,Spring,lai,Leaf Area Index,Index
92,1.543955,1.122712,-0.421242,0.421242,0.421376,0.998125,0.000000,0.996254,7.008479,92,92,-0.421242,0.060124,0.069982,1.163963,1.000000,0.000000,1.561647,1.144964,-0.416682,-26.682236,1.593155,1.178776,-0.414379,-26.009960,1.611411,1.200044,-0.411367,-25.528366,1.618217,1.206216,-0.412002,-25.460220,1.622969,1.212128,-0.410841,-25.314173,2001,Summer,lai,Leaf Area Index,Index
91,1.091397,0.608369,-0.483028,0.483028,0.483905,0.999799,0.000000,0.999598,2.719568,91,91,-0.483028,0.177934,0.206804,1.162248,0.824176,0.000000,1.029400,0.541798,-0.487602,-47.367596,1.246184,0.789526,-0.456658,-36.644508,1.368852,0.927034,-0.441818,-32.276527,1.401409,0.964713,-0.436697,-31.161259,1.427456,0.994855,-0.432600,-30.305698,2001,Autumn,lai,Leaf Area Index,Index
90,277.818634,277.703949,-0.114665,0.590421,0.753895,0.906420,0.000000,0.821597,0.429035,90,90,-0.114685,1.757189,1.526783,0.868878,0.144444,0.306035,277.944092,277.579559,-0.364532,-0.131153,279.288940,279.000427,-0.288513,-0.103303,280.234985,279.940918,-0.294067,-0.104936,280.635712,280.294830,-0.340881,-0.121468,281.061157,280.570984,-0.490173,-0.174401,2002,Winter,t2m,2m Temperature,K
92,284.584015,283.733704,-0.850269,0.906363,1.027020,0.993321,0.000000,0.986687,0.224655,92,92,-0.850311,4.571545,4.309524,0.942684,0.228261,0.016306,285.683594,284.982849,-0.700745,-0.245287,288.072876,286.968109,-1.104767,-0.383503,288.857635,287.768555,-1.089081,-0.377030,290.804962,289.901672,-0.903290,-0.310617,293.916199,292.067474,-1.848724,-0.628997,2002,Spring,t2m,2m Temperature,K
92,295.453156,294.349152,-1.104056,1.104056,1.162970,0.968826,0.000000,0.938623,0.813119,92,92,-1.104004,1.430258,1.475135,1.031377,0.500000,0.000000,295.791718,294.838684,-0.953033,-0.322197,296.558044,295.338043,-1.220001,-0.411387,296.915680,295.644440,-1.271240,-0.428149,297.015594,295.816803,-1.198792,-0.403612,297.172974,295.951569,-1.221405,-0.411008,2002,Summer,t2m,2m Temperature,K
91,287.010376,286.922150,-0.088199,0.527404,0.634360,0.996951,0.000000,0.993912,0.122007,91,91,-0.088226,5.199391,4.703913,0.904705,0.087912,0.876095,285.826294,286.036713,0.210419,0.073618,291.254059,290.671631,-0.582428,-0.199972,294.471039,293.483215,-0.987823,-0.335457,294.883972,293.893250,-0.990723,-0.335970,295.757050,294.934143,-0.822906,-0.278237,2002,Autumn,t2m,2m Temperature,K
90,272.214111,273.070709,0.856612,0.942064,1.087820,0.930011,0.000000,0.864920,0.599826,90,90,0.856598,1.813560,1.759369,0.970119,0.266667,0.003188,272.307556,272.880096,0.572540,0.210255,273.229919,274.264679,1.034760,0.378714,274.632019,275.257782,0.625763,0.227855,275.411041,276.191284,0.780243,0.283301,276.258026,276.769196,0.511169,0.185033,2002,Winter,d2m,2m Dewpoint,K
92,277.142731,277.523102,0.380378,0.597417,0.698831,0.990700,0.000000,0.981487,0.163528,92,92,0.380371,4.273461,4.159001,0.973216,0.119565,0.528851,278.184753,278.317200,0.132446,0.047611,279.843658,280.256622,0.412964,0.147569,281.917297,281.329803,-0.587494,-0.208392,282.932037,283.552216,0.620178,0.219197,285.435120,285.461761,0.026642,0.009334,2002,Spring,d2m,2m Dewpoint,K
92,287.646515,287.531860,-0.114648,0.303209,0.365694,0.978471,0.000000,0.957406,0.236032,92,92,-0.114655,1.549341,1.380548,0.891055,0.119565,0.528851,288.073853,287.893250,-0.180603,-0.062693,288.623535,288.446289,-0.177246,-0.061411,289.499115,288.963776,-0.535339,-0.184919,289.715973,289.237793,-0.478180,-0.165051,289.936310,289.380188,-0.556122,-0.191808,2002,Summer,d2m,2m Dewpoint,K
91,280.967621,281.703339,0.735742,0.780121,0.932923,0.997713,0.000000,0.995432,0.197739,91,91,0.735718,4.717965,4.230366,0.896650,0.142857,0.312341,280.024536,280.957642,0.933105,0.333223,284.824341,285.019043,0.194702,0.068359,287.571716,287.503021,-0.068695,-0.023888,288.117004,288.156006,0.039001,0.013537,288.689545,288.394135,-0.295410,-0.102328,2002,Autumn,d2m,2m Dewpoint,K
90,956.940369,96774.187500,95817.242188,95817.242188,95817.640625,0.949931,0.000000,0.902368,32039.166016,90,90,95817.250000,2.990641,279.259613,93.377846,1.000000,0.000000,956.577271,96791.851562,95835.273438,10018.560547,958.719604,96941.656250,95982.937500,10011.576172,960.980042,97145.031250,96184.054688,10008.954102,961.346558,97225.289062,96263.945312,10013.449219,963.332031,97355.093750,96391.765625,10006.080078,2002,Winter,sp,Surface Pressure,hPa
92,956.827942,96798.359375,95841.507812,95841.507812,95841.812500,0.963148,0.000000,0.927653,36711.574219,92,92,95841.531250,2.610670,240.134674,91.982002,1.000000,0.000000,956.664978,96799.000000,95842.335938,10018.380859,958.831543,96973.593750,96014.765625,10013.726562,960.216919,97114.031250,96153.812500,10013.758789,960.921326,97145.085938,96184.164062,10009.577148,961.369812,97201.156250,96239.789062,10010.694336,2002,Spring,sp,Surface Pressure,hPa
92,956.470947,96719.898438,95763.453125,95763.453125,95763.609375,0.977382,0.000000,0.955276,46590.132812,92,92,95763.429688,2.055448,179.395142,87.277870,1.000000,0.000000,956.391724,96718.140625,95761.750000,10012.816406,957.774841,96843.757812,95885.984375,10011.328125,959.286682,96970.164062,96010.875000,10008.570312,959.698181,97014.742188,96055.046875,10008.880859,960.611206,97052.937500,96092.328125,10003.249023,2002,Summer,sp,Surface Pressure,hPa
91,956.221558,96683.601562,95727.406250,95727.406250,95727.695312,0.975112,0.000000,0.950843,36543.890625,91,91,95727.382812,2.619527,246.334915,94.037949,1.000000,0.000000,956.144165,96704.492188,95748.351562,10014.007812,957.670410,96825.015625,95867.343750,10010.473633,959.674744,96991.242188,96031.570312,10006.678711,960.849915,97113.187500,96152.335938,10007.008789,961.427002,97188.343750,96226.914062,10008.758789,2002,Autumn,sp,Surface Pressure,hPa
90,1.067485,0.594069,-0.473416,0.508634,0.590509,0.884676,0.000000,0.782652,0.784022,90,90,-0.473416,0.753179,0.630522,0.837148,0.300000,0.000561,1.074871,0.594195,-0.480675,-44.719364,1.560984,1.002542,-0.558441,-35.774956,2.141078,1.434142,-0.706936,-33.017757,2.347569,1.657188,-0.690380,-29.408321,2.737076,2.169340,-0.567736,-20.742426,2002,Winter,u10,10m U-Wind,m/s
92,0.315607,-0.065017,-0.380624,0.437145,0.509563,0.857590,0.000000,0.735461,0.776667,92,92,-0.380624,0.656090,0.532516,0.811652,0.315217,0.000193,0.338821,-0.186918,-0.525739,-155.167053,0.769627,0.259751,-0.509876,-66.249733,1.181562,0.621238,-0.560324,-47.422329,1.395034,0.793262,-0.601772,-43.136711,1.883659,1.292341,-0.591319,-31.392027,2002,Spring,u10,10m U-Wind,m/s
92,0.257726,-0.147006,-0.404732,0.427875,0.500173,0.892209,0.000000,0.796037,0.829939,92,92,-0.404732,0.602662,0.426861,0.708292,0.413043,0.000000,0.357827,-0.125554,-0.483381,-135.088089,0.625668,0.142466,-0.483202,-77.229820,0.942045,0.362188,-0.579857,-61.553001,1.129799,0.476588,-0.653212,-57.816616,1.387821,0.773068,-0.614753,-44.296295,2002,Summer,u10,10m U-Wind,m/s
91,0.323005,0.015662,-0.307343,0.353954,0.431155,0.908952,0.000000,0.826194,0.640626,91,91,-0.307343,0.673021,0.499014,0.741454,0.263736,0.003427,0.251200,-0.003068,-0.254267,-101.221260,0.740515,0.282832,-0.457683,-61.806015,1.117089,0.709490,-0.407599,-36.487579,1.501982,0.917953,-0.584029,-38.883907,2.150446,1.170241,-0.980205,-45.581474,2002,Autumn,u10,10m U-Wind,m/s
90,-0.300673,-0.495895,-0.195222,0.446283,0.528844,0.689560,0.000000,0.475493,0.825585,90,90,-0.195222,0.640568,0.604018,0.942941,0.211111,0.035951,-0.290821,-0.506309,-0.215489,-74.096848,0.176690,-0.056725,-0.233414,-132.104202,0.507610,0.227762,-0.279847,-55.130421,0.660388,0.471595,-0.188793,-28.588182,0.969760,0.914456,-0.055303,-5.702787,2002,Winter,v10,10m V-Wind,m/s
92,0.066902,-0.606526,-0.673428,0.704711,0.796074,0.729790,0.000000,0.532593,1.321411,92,92,-0.673428,0.602442,0.542562,0.900603,0.489130,0.000000,0.002213,-0.659192,-0.661405,-29888.404297,0.416117,-0.273789,-0.689906,-165.796204,0.839891,0.175298,-0.664593,-79.128494,1.012149,0.337045,-0.675105,-66.700096,1.755998,0.730615,-1.025382,-58.393143,2002,Spring,v10,10m V-Wind,m/s
92,0.396486,-0.201687,-0.598173,0.600093,0.692064,0.723273,0.000000,0.523125,1.390271,92,92,-0.598173,0.497790,0.414571,0.832822,0.510870,0.000000,0.387041,-0.162021,-0.549062,-141.861435,0.746102,0.055829,-0.690274,-92.517288,1.074199,0.256448,-0.817751,-76.126564,1.210082,0.347514,-0.862568,-71.281784,1.370201,0.816998,-0.553203,-40.373844,2002,Summer,v10,10m V-Wind,m/s
