n,era5_mean,conus404_mean,bias,mae,rmse,pearson_r,pearson_pvalue,r_squared,nrmse,n_era5,n_conus404,mean_difference,era5_std,conus404_std,std_ratio,ks_statistic,ks_pvalue,p50_era5,p50_conus404,p50_difference,p50_percent_bias,p75_era5,p75_conus404,p75_difference,p75_percent_bias,p90_era5,p90_conus404,p90_difference,p90_percent_bias,p95_era5,p95_conus404,p95_difference,p95_percent_bias,p99_era5,p99_conus404,p99_difference,p99_percent_bias,year,season,variable,variable_name,units
91,1.091397,0.608378,-0.483019,0.483019,0.483895,0.999800,0.000000,0.999599,2.719514,91,91,-0.483019,0.177934,0.206795,1.162195,0.824176,0.000000,1.029400,0.541798,-0.487602,-47.367596,1.246184,0.789526,-0.456658,-36.644508,1.368852,0.927034,-0.441818,-32.276527,1.401409,0.964713,-0.436697,-31.161259,1.427456,0.994855,-0.432600,-30.305698,1991,Autumn,lai,Leaf Area Index,Index
91,277.426697,277.655975,0.229287,0.574339,0.702370,0.953144,0.000000,0.908483,0.325048,91,91,0.229279,2.160821,1.943623,0.899483,0.120879,0.521725,277.424255,278.123199,0.698944,0.251941,279.084991,279.276123,0.191132,0.068485,280.050232,279.845032,-0.205200,-0.073273,280.304932,280.200745,-0.104187,-0.037169,281.135345,280.680267,-0.455078,-0.161872,1992,Winter,t2m,2m Temperature,K
92,285.396362,284.954712,-0.441635,0.552048,0.671568,0.992857,0.000000,0.985765,0.177272,92,92,-0.441650,3.788356,3.533994,0.932857,0.119565,0.528851,285.720642,285.122864,-0.597778,-0.209218,288.800720,288.111420,-0.689301,-0.238677,290.299042,289.571259,-0.727783,-0.250701,290.988922,290.223175,-0.765747,-0.263153,291.759247,290.511322,-1.247925,-0.427724,1992,Spring,t2m,2m Temperature,K
92,294.137512,293.588348,-0.549153,0.550822,0.627262,0.964388,0.000000,0.930044,0.554286,92,92,-0.549164,1.131658,1.139315,1.006766,0.282609,0.001213,294.391418,293.797302,-0.594116,-0.201812,295.063782,294.473145,-0.590637,-0.200173,295.363617,294.801819,-0.561798,-0.190206,295.456909,294.886749,-0.570160,-0.192976,296.402344,295.518311,-0.884033,-0.298254,1992,Summer,t2m,2m Temperature,K
91,286.867035,286.974976,0.107911,0.439359,0.532579,0.998121,0.000000,0.996245,0.111715,91,91,0.107941,4.767313,4.326316,0.907496,0.109890,0.644738,287.436371,287.631165,0.194794,0.067769,291.205994,290.982178,-0.223816,-0.076858,292.837891,292.352020,-0.485870,-0.165918,293.167175,292.551758,-0.615417,-0.209920,293.463837,292.881012,-0.582825,-0.198602,1992,Autumn,t2m,2m Temperature,K
91,272.734283,273.811768,1.077490,1.121373,1.251831,0.965000,0.000000,0.931224,0.523779,91,91,1.077484,2.389997,2.191274,0.916852,0.263736,0.003427,272.938171,274.109283,1.171112,0.429076,274.253998,275.201172,0.947174,0.345364,275.719940,276.385834,0.665894,0.241511,275.969116,276.731018,0.761902,0.276082,276.403198,277.435303,1.032104,0.373405,1992,Winter,d2m,2m Dewpoint,K
92,278.322723,279.083313,0.760604,0.858497,1.058559,0.983203,0.000000,0.966689,0.303759,92,92,0.760590,3.484862,3.055530,0.876801,0.152174,0.238009,278.765869,279.042053,0.276184,0.099074,281.042938,281.370880,0.327942,0.116687,282.921722,283.282013,0.360291,0.127346,283.664825,283.798370,0.133545,0.047078,284.360657,284.482239,0.121582,0.042756,1992,Spring,d2m,2m Dewpoint,K
92,287.235260,287.354492,0.119211,0.255132,0.333378,0.976708,0.000000,0.953959,0.243835,92,92,0.119232,1.367230,1.231152,0.900471,0.119565,0.528851,287.495483,287.582764,0.087280,0.030359,288.238495,288.274017,0.035522,0.012324,288.903107,288.686066,-0.217041,-0.075126,289.142212,288.874146,-0.268066,-0.092711,289.410522,289.317627,-0.092896,-0.032098,1992,Summer,d2m,2m Dewpoint,K
91,280.570648,281.685547,1.114897,1.135105,1.260969,0.992410,0.000000,0.984878,0.310429,91,91,1.114899,4.062016,3.718889,0.915528,0.208791,0.037590,280.284882,281.811737,1.526855,0.544751,284.177490,285.284668,1.107178,0.389608,286.383270,286.594910,0.211639,0.073901,286.891846,286.927368,0.035522,0.012382,287.130127,287.056885,-0.073242,-0.025508,1992,Autumn,d2m,2m Dewpoint,K
91,955.768372,96660.406250,95704.656250,95704.656250,95704.953125,0.958242,0.000000,0.918229,33808.441406,91,91,95704.640625,2.830801,243.326889,85.956917,1.000000,0.000000,955.477478,96631.914062,95676.437500,10013.468750,957.887695,96836.328125,95878.437500,10009.361328,959.465027,97035.148438,96075.679688,10013.463867,960.282104,97062.265625,96101.984375,10007.681641,961.496582,97138.054688,96176.554688,10002.796875,1992,Winter,sp,Surface Pressure,hPa
92,955.570496,96671.812500,95716.250000,95716.250000,95716.398438,0.959224,0.000000,0.920111,46157.296875,92,92,95716.242188,2.073700,173.227081,83.535255,1.000000,0.000000,955.414062,96651.250000,95695.835938,10016.164062,957.001770,96785.187500,95828.187500,10013.375977,958.444641,96896.539062,95938.093750,10009.768555,958.722656,96947.296875,95988.578125,10012.131836,959.979980,96992.570312,96032.593750,10003.603516,1992,Spring,sp,Surface Pressure,hPa
92,955.851379,96670.703125,95714.851562,95714.851562,95715.078125,0.983111,0.000000,0.966507,41726.898438,92,92,95714.851562,2.293846,204.572937,89.183380,1.000000,0.000000,955.792603,96699.359375,95743.570312,10017.191406,957.622864,96822.578125,95864.953125,10010.720703,958.400940,96902.781250,95944.382812,10010.880859,959.495178,96994.312500,96034.820312,10008.890625,960.679077,97088.570312,96127.890625,10006.244141,1992,Summer,sp,Surface Pressure,hPa
91,956.345581,96691.117188,95734.765625,95734.765625,95735.031250,0.954148,0.000000,0.910399,39226.500000,91,91,95734.773438,2.440570,222.838623,91.305962,1.000000,0.000000,956.505615,96704.648438,95748.140625,10010.201172,958.203491,96859.140625,95900.937500,10008.410156,959.196350,96971.492188,96012.296875,10009.661133,959.830200,97021.984375,96062.156250,10008.245117,962.712524,97218.140625,96255.429688,9998.356445,1992,Autumn,sp,Surface Pressure,hPa
91,0.662205,0.420224,-0.241981,0.397085,0.486526,0.911820,0.000000,0.831415,0.525986,91,91,-0.241981,0.924979,0.659256,0.712725,0.186813,0.083428,0.740075,0.446601,-0.293474,-39.654617,1.324052,0.930576,-0.393477,-29.717600,1.820130,1.250434,-0.569696,-31.299730,2.273516,1.481557,-0.791959,-34.834110,2.446965,1.770575,-0.676390,-27.641985,1992,Winter,u10,10m U-Wind,m/s
92,0.353615,0.064100,-0.289515,0.360997,0.443132,0.897258,0.000000,0.805072,0.594631,92,92,-0.289515,0.745222,0.603138,0.809340,0.282609,0.001213,0.430313,0.110547,-0.319767,-74.310219,0.977441,0.429094,-0.548347,-56.100285,1.281708,0.912602,-0.369105,-28.797935,1.513897,1.084295,-0.429602,-28.377228,1.789257,1.303231,-0.486026,-27.163576,1992,Spring,u10,10m U-Wind,m/s
92,0.398882,-0.123545,-0.522427,0.522860,0.597983,0.803384,0.000000,0.645426,1.285916,92,92,-0.522427,0.465025,0.284273,0.611306,0.576087,0.000000,0.426784,-0.124977,-0.551762,-129.283463,0.710510,0.066094,-0.644416,-90.697708,0.936970,0.256485,-0.680485,-72.626160,1.171425,0.398718,-0.772708,-65.963036,1.325701,0.450271,-0.875430,-66.035248,1992,Summer,u10,10m U-Wind,m/s
91,0.031797,-0.150954,-0.182751,0.361105,0.444521,0.815402,0.000000,0.664880,0.644040,91,91,-0.182751,0.690208,0.495309,0.717624,0.197802,0.056641,0.037343,-0.176279,-0.213623,-572.050659,0.295165,0.257110,-0.038055,-12.892871,1.078553,0.558172,-0.520381,-48.248074,1.301205,0.669528,-0.631677,-48.545532,1.549833,0.783975,-0.765858,-49.415512,1992,Autumn,u10,10m U-Wind,m/s
91,-0.279739,-0.344155,-0.064416,0.387574,0.465098,0.772753,0.000000,0.597147,0.655481,91,91,-0.064416,0.709552,0.644973,0.908987,0.087912,0.876095,-0.290432,-0.369053,-0.078621,-27.070499,0.184947,0.020303,-0.164644,-89.022293,0.562128,0.406567,-0.155561,-27.673643,0.770781,0.719416,-0.051365,-6.664083,1.360084,1.101752,-0.258332,-18.993811,1992,Winter,v10,10m V-Wind,m/s
92,-0.179055,-0.557704,-0.378649,0.464117,0.575981,0.766124,0.000000,0.586945,0.853003,92,92,-0.378649,0.675240,0.524232,0.776364,0.347826,0.000025,-0.096559,-0.569959,-0.473400,-490.267639,0.330213,-0.304286,-0.634499,-192.148651,0.699980,0.167890,-0.532089,-76.014984,0.845770,0.400380,-0.445390,-52.660858,1.125457,0.757291,-0.368166,-32.712612,1992,Spring,v10,10m V-Wind,m/s
92,0.389706,-0.180399,-0.570105,0.570105,0.615181,0.818908,0.000000,0.670610,1.552554,92,92,-0.570105,0.396238,0.365863,0.923342,0.500000,0.000000,0.397862,-0.238633,-0.636495,-159.978943,0.629964,0.164082,-0.465882,-73.953712,0.951594,0.297689,-0.653905,-68.716812,1.020255,0.410326,-0.609928,-59.781963,1.273853,0.589837,-0.684015,-53.696583,1992,Summer,v10,10m V-Wind,m/s
91,-0.095825,-0.455991,-0.360166,0.461823,0.562562,0.703417,0.000000,0.494796,0.946087,91,91,-0.360166,0.594620,0.508432,0.855053,0.274725,0.001979,-0.123312,-0.409194,-0.285882,-231.835983,0.458029,-0.098974,-0.557003,-121.608704,0.713673,0.187376,-0.526297,-73.744873,0.781886,0.414300,-0.367585,-47.012691,0.933463,0.490447,-0.443017,-47.459461,1992,Autumn,v10,10m V-Wind,m/s
91,0.830935,0.331300,-0.499635,0.499635,0.499767,0.636172,0.000000,0.404715,35.328144,91,91,-0.499635,0.014146,0.012624,0.892371,1.000000,0.000000,0.825907,0.326681,-0.499226,-60.445732,0.839086,0.339860,-0.499226,-59.496452,0.851313,0.351312,-0.500002,-58.732960,0.860962,0.355172,-0.505790,-58.747101,0.868680,0.360729,-0.507951,-58.473896,1992,Winter,lai,Leaf Area Index,Index
92,1.071447,0.579683,-0.491765,0.491765,0.491958,0.998174,0.000000,0.996352,2.967475,92,92,-0.491765,0.165783,0.174980,1.055472,0.902174,0.000000,1.039403,0.528515,-0.510888,-49.152027,1.212397,0.724572,-0.487825,-40.236378,1.317859,0.848175,-0.469685,-35.639965,1.353485,0.891342,-0.462143,-34.144684,1.381986,0.925877,-0.456109,-33.003880,1992,Spring,lai,Leaf Area Index,Index
92,1.543955,1.122751,-0.421204,0.421204,0.421338,0.998135,0.000000,0.996273,7.007840,92,92,-0.421204,0.060124,0.069994,1.164169,1.000000,0.000000,1.561647,1.145007,-0.416640,-26.679508,1.593155,1.178815,-0.414339,-26.007475,1.611411,1.200102,-0.411309,-25.524750,1.618217,1.206271,-0.411946,-25.456787,1.622969,1.212183,-0.410786,-25.310780,1992,Summer,lai,Leaf Area Index,Index
91,1.091397,0.608382,-0.483015,0.483015,0.483891,0.999800,0.000000,0.999600,2.719492,91,91,-0.483015,0.177934,0.206790,1.162168,0.824176,0.000000,1.029400,0.541798,-0.487602,-47.367596,1.246184,0.789526,-0.456658,-36.644508,1.368852,0.927034,-0.441818,-32.276527,1.401409,0.964713,-0.436697,-31.161259,1.427456,0.994855,-0.432600,-30.305698,1992,Autumn,lai,Leaf Area Index,Index
90,276.450623,277.085724,0.635102,0.695946,0.835015,0.976839,0.000000,0.954215,0.346181,90,90,0.635101,2.412078,2.190343,0.908073,0.166667,0.164473,276.235962,277.021515,0.785553,0.284378,277.881470,278.644501,0.763031,0.274589,279.850433,280.250977,0.400543,0.143128,281.239288,280.993988,-0.245300,-0.087221,281.727173,281.711792,-0.015381,-0.005459,1993,Winter,t2m,2m Temperature,K
92,284.979858,284.666077,-0.313800,0.497070,0.592271,0.995781,0.000000,0.991580,0.140416,92,92,-0.313782,4.217964,3.879984,0.919871,0.184783,0.086376,284.819855,284.507324,-0.312531,-0.109729,289.458557,288.859985,-0.598572,-0.206790,290.168427,289.361877,-0.806549,-0.277959,290.526703,289.783966,-0.742737,-0.255652,290.883087,290.409637,-0.473450,-0.162763,1993,Spring,t2m,2m Temperature,K
92,294.536102,293.771790,-0.764294,0.765416,0.819261,0.979707,0.000000,0.959825,0.560457,92,92,-0.764313,1.461774,1.397475,0.956013,0.293478,0.000673,294.852814,293.979980,-0.872833,-0.296023,295.582123,294.723389,-0.858734,-0.290523,295.972565,295.290649,-0.681915,-0.230398,296.309998,295.473267,-0.836731,-0.282384,296.671997,295.788025,-0.883972,-0.297963,1993,Summer,t2m,2m Temperature,K
91,286.451996,286.501343,0.049338,0.373823,0.498029,0.996210,0.000000,0.992435,0.105748,91,91,0.049347,4.709569,4.412784,0.936983,0.054945,0.999268,287.046326,287.092529,0.046204,0.016096,290.324280,290.301636,-0.022644,-0.007800,292.487091,292.153839,-0.333252,-0.113937,293.152710,292.866394,-0.286316,-0.097668,294.082581,293.485596,-0.596985,-0.202999,1993,Autumn,t2m,2m Temperature,K
90,271.617859,272.946930,1.329079,1.329079,1.420753,0.978831,0.000000,0.958110,0.582252,90,90,1.329071,2.440099,2.336710,0.957630,0.255556,0.005425,271.690857,273.041077,1.350220,0.496969,273.181366,274.590668,1.409302,0.515885,274.648407,275.853333,1.204926,0.438716,276.002930,276.816559,0.813629,0.294790,276.741882,277.816772,1.074890,0.388409,1993,Winter,d2m,2m Dewpoint,K
92,278.196259,279.026398,0.830127,0.837480,0.934814,0.993841,0.000000,0.987720,0.247936,92,92,0.830139,3.770383,3.646153,0.967051,0.184783,0.086376,277.734863,278.720490,0.985626,0.354880,281.767303,282.598480,0.831177,0.294987,282.898071,283.503876,0.605804,0.214142,283.513367,283.801605,0.288239,0.101667,283.968109,284.428406,0.460297,0.162094,1993,Spring,d2m,2m Dewpoint,K
92,287.681122,287.676788,-0.004374,0.226390,0.286078,0.988664,0.000000,0.977457,0.183157,92,92,-0.004333,1.561925,1.380432,0.883802,0.108696,0.651538,288.266296,288.190979,-0.075317,-0.026128,288.735168,288.588501,-0.146667,-0.050797,289.161255,288.935852,-0.225403,-0.077951,289.274261,289.105408,-0.168854,-0.058372,289.488007,289.385651,-0.102356,-0.035358,1993,Summer,d2m,2m Dewpoint,K
91,280.148468,281.236877,1.088425,1.089221,1.234960,0.994350,0.000000,0.988733,0.274846,91,91,1.088409,4.493278,4.131772,0.919545,0.120879,0.521725,280.503784,282.237701,1.733917,0.618144,283.859680,284.428711,0.569031,0.200462,285.790619,286.323517,0.532898,0.186464,286.483826,286.963409,0.479584,0.167403,287.875671,288.115601,0.239929,0.083345,1993,Autumn,d2m,2m Dewpoint,K
90,956.833618,96762.359375,95805.507812,95805.507812,95805.804688,0.954488,0.000000,0.911047,33261.820312,90,90,95805.523438,2.880354,239.412201,83.119026,1.000000,0.000000,957.004150,96808.000000,95850.992188,10015.734375,959.049316,96954.875000,95995.828125,10009.477539,960.543640,97032.859375,96072.312500,10001.868164,960.871277,97057.687500,96096.812500,10001.007812,963.107666,97261.281250,96298.171875,9998.692383,1993,Winter,sp,Surface Pressure,hPa
92,955.330322,96643.648438,95688.335938,95688.335938,95688.609375,0.961900,0.000000,0.925252,36594.160156,92,92,95688.320312,2.614860,228.691635,87.458458,1.000000,0.000000,955.021240,96644.125000,95689.101562,10019.578125,956.922241,96801.218750,95844.296875,10015.892578,958.794617,96965.039062,96006.242188,10013.222656,960.208679,97027.070312,96066.859375,10004.790039,961.665527,97189.781250,96228.117188,10006.402344,1993,Spring,sp,Surface Pressure,hPa
92,955.495605,96640.898438,95685.414062,95685.414062,95685.562500,0.979069,0.000000,0.958576,50372.015625,92,92,95685.406250,1.899578,172.252548,90.679382,1.000000,0.000000,955.795654,96669.890625,95714.093750,10014.074219,956.865051,96755.203125,95798.335938,10011.687500,957.755615,96871.898438,95914.140625,10014.468750,958.618774,96910.921875,95952.304688,10009.432617,959.058655,96938.617188,95979.554688,10007.682617,1993,Summer,sp,Surface Pressure,hPa
91,956.710999,96747.000000,95790.296875,95790.296875,95790.492188,0.961535,0.000000,0.924549,43103.160156,91,91,95790.289062,2.222354,196.278702,88.320175,1.000000,0.000000,956.621887,96734.320312,95777.695312,10012.075195,958.128784,96885.835938,95927.710938,10011.985352,959.634705,96991.382812,96031.750000,10007.115234,960.428833,97108.000000,96147.570312,10010.900391,961.484741,97189.656250,96228.171875,10008.289062,1993,Autumn,sp,Surface Pressure,hPa
90,0.573967,0.297749,-0.276218,0.375207,0.465825,0.880376,0.000000,0.775062,0.621456,90,90,-0.276218,0.749571,0.540263,0.720764,0.233333,0.014634,0.631213,0.273847,-0.357366,-56.615749,1.093895,0.661155,-0.432741,-39.559612,1.593942,0.994385,-0.599558,-37.614773,1.815341,1.204195,-0.611146,-33.665627,2.098972,1.404192,-0.694780,-33.100979,1993,Winter,u10,10m U-Wind,m/s
92,0.307991,0.033704,-0.274287,0.351553,0.437006,0.895808,0.000000,0.802471,0.619671,92,92,-0.274287,0.705223,0.499448,0.708212,0.206522,0.039264,0.116588,-0.098633,-0.215221,-184.600006,0.775339,0.336102,-0.439237,-56.650967,1.289080,0.659777,-0.629303,-48.818008,1.510063,0.915451,-0.594613,-39.376675,1.889564,1.166945,-0.722620,-38.242668,1993,Spring,u10,10m U-Wind,m/s
92,0.458206,-0.027554,-0.485761,0.489466,0.545055,0.858618,0.000000,0.737225,1.163206,92,92,-0.485761,0.468580,0.343811,0.733730,0.554348,0.000000,0.554102,0.005496,-0.548606,-99.008141,0.764940,0.172660,-0.592281,-77.428352,0.980808,0.427812,-0.552996,-56.381714,1.115842,0.493128,-0.622714,-55.806652,1.293945,0.637833,-0.656112,-50.706333,1993,Summer,u10,10m U-Wind,m/s
91,0.316792,-0.042835,-0.359627,0.410685,0.501918,0.888883,0.000000,0.790113,0.727580,91,91,-0.359627,0.689847,0.462502,0.670442,0.296703,0.000615,0.283032,-0.149094,-0.432126,-152.677597,0.761875,0.269312,-0.492562,-64.651367,1.409248,0.520964,-0.888283,-63.032455,1.559536,0.880626,-0.678910,-43.532810,2.074168,1.118646,-0.955522,-46.067738,1993,Autumn,u10,10m U-Wind,m/s
90,-0.280806,-0.330214,-0.049408,0.355937,0.463266,0.736683,0.000000,0.542702,0.685246,90,90,-0.049408,0.676058,0.554290,0.819884,0.122222,0.514520,-0.316095,-0.355312,-0.039217,-12.406639,0.163216,0.001365,-0.161851,-99.163971,0.654700,0.459207,-0.195493,-29.859943,0.800071,0.612536,-0.187535,-23.439758,1.032491,0.805607,-0.226884,-21.974428,1993,Winter,v10,10m V-Wind,m/s
92,-0.240188,-0.490345,-0.250157,0.364232,0.437049,0.826277,0.000000,0.682734,0.686994,92,92,-0.250157,0.636175,0.520245,0.817770,0.228261,0.016306,-0.243217,-0.513764,-0.270547,-111.237160,0.176974,-0.100838,-0.277811,-156.978851,0.563525,0.210647,-0.352878,-62.619701,0.750569,0.404505,-0.346065,-46.106945,1.152493,0.564401,-0.588092,-51.027798,1993,Spring,v10,10m V-Wind,m/s
92,0.466403,-0.286728,-0.753131,0.754570,0.808471,0.665834,0.000000,0.443335,2.069325,92,92,-0.753131,0.390693,0.298205,0.763271,0.739130,0.000000,0.429549,-0.277829,-0.707377,-164.679184,0.715792,-0.073373,-0.789165,-110.250633,1.002248,0.126448,-0.875800,-87.383575,1.219354,0.184811,-1.034543,-84.843552,1.253270,0.271517,-0.981753,-78.335281,1993,Summer,v10,10m V-Wind,m/s
91,-0.126604,-0.550949,-0.424346,0.482565,0.570319,0.672710,0.000000,0.452539,1.117919,91,91,-0.424346,0.510161,0.395248,0.774751,0.472527,0.000000,-0.055908,-0.489094,-0.433185,-774.811707,0.159292,-0.276456,-0.435748,-273.552765,0.454823,-0.079707,-0.534530,-117.524925,0.681261,0.009130,-0.672131,-98.659767,0.809491,0.130132,-0.679359,-83.924232,1993,Autumn,v10,10m V-Wind,m/s
90,0.830802,0.331025,-0.499777,0.499777,0.499909,0.632704,0.000000,0.400315,35.358654,90,90,-0.499777,0.014138,0.012373,0.875137,1.000000,0.000000,0.825802,0.326618,-0.499185,-60.448448,0.838845,0.339512,-0.499333,-59.526287,0.851528,0.350283,-0.501245,-58.864220,0.861069,0.354264,-0.506805,-58.857662,0.868702,0.359945,-0.508757,-58.565174,1993,Winter,lai,Leaf Area Index,Index
92,1.071378,0.579634,-0.491744,0.491744,0.491937,0.998171,0.000000,0.996346,2.965751,92,92,-0.491744,0.165873,0.175039,1.055260,0.902174,0.000000,1.039403,0.528578,-0.510825,-49.145981,1.212397,0.724558,-0.487839,-40.237549,1.317859,0.848167,-0.469692,-35.640511,1.353485,0.891338,-0.462147,-34.144966,1.381986,0.925875,-0.456110,-33.003979,1993,Spring,lai,Leaf Area Index,Index
92,1.543955,1.122732,-0.421223,0.421223,0.421357,0.998136,0.000000,0.996275,7.008158,92,92,-0.421223,0.060124,0.069982,1.163961,1.000000,0.000000,1.561647,1.144990,-0.416656,-26.680586,1.593155,1.178778,-0.414376,-26.009794,1.611411,1.200061,-0.411349,-25.527287,1.618217,1.206246,-0.411972,-25.458364,1.622969,1.212149,-0.410820,-25.312859,1993,Summer,lai,Leaf Area Index,Index
91,1.091397,0.608386,-0.483011,0.483011,0.483888,0.999800,0.000000,0.999600,2.719470,91,91,-0.483011,0.177934,0.206786,1.162148,0.824176,0.000000,1.029400,0.541798,-0.487602,-47.367596,1.246184,0.789526,-0.456658,-36.644508,1.368852,0.927034,-0.441818,-32.276527,1.401409,0.964713,-0.436697,-31.161259,1.427456,0.994855,-0.432600,-30.305698,1993,Autumn,lai,Leaf Area Index,Index
90,276.387878,276.577118,0.189217,0.581341,0.681744,0.976121,0.000000,0.952811,0.235800,90,90,0.189240,2.891200,2.636359,0.911857,0.111111,0.637827,276.237854,276.289948,0.052094,0.018858,279.010437,279.136353,0.125916,0.045129,280.097961,280.222290,0.124329,0.044388,280.864807,280.394592,-0.470215,-0.167417,281.362030,281.478882,0.116852,0.041531,1994,Winter,t2m,2m Temperature,K
92,285.622589,284.969788,-0.652771,0.705722,0.809474,0.993999,0.000000,0.988033,0.216476,92,92,-0.652802,3.739326,3.468257,0.927509,0.141304,0.318630,285.516296,285.390686,-0.125610,-0.043994,289.036621,288.468353,-0.568268,-0.196608,290.225677,289.521118,-0.704559,-0.242763,291.504517,290.275513,-1.229004,-0.421607,292.753632,291.464722,-1.288910,-0.440271,1994,Spring,t2m,2m Temperature,K
92,295.238525,294.337646,-0.900904,0.900904,0.948392,0.966962,0.000000,0.935015,0.818926,92,92,-0.900879,1.158092,1.145603,0.989216,0.478261,0.000000,295.593689,294.634888,-0.958801,-0.324365,295.869019,295.011627,-0.857391,-0.289787,296.313232,295.510162,-0.803070,-0.271021,296.596222,295.705414,-0.890808,-0.300344,297.006989,296.172546,-0.834442,-0.280950,1994,Summer,t2m,2m Temperature,K
