n_era5,n_conus404,era5_mean,conus404_mean,mean_difference,era5_std,conus404_std,std_ratio,ks_statistic,ks_pvalue,p50_era5,p50_conus404,p50_difference,p50_percent_bias,p75_era5,p75_conus404,p75_difference,p75_percent_bias,p90_era5,p90_conus404,p90_difference,p90_percent_bias,p95_era5,p95_conus404,p95_difference,p95_percent_bias,p99_era5,p99_conus404,p99_difference,p99_percent_bias,year,variable,variable_name,units,metric_type,resolution_note,n,bias,mae,rmse,pearson_r,pearson_pvalue,r_squared,nrmse
366,366,279.563141,280.080566,0.517426,6.491567,6.022231,0.927701,0.062842,0.465688,279.291260,280.462372,1.171112,0.419316,285.874756,286.088257,0.213501,0.074683,288.002502,287.782349,-0.220154,-0.076442,288.582764,288.259033,-0.323730,-0.112179,289.451965,289.083649,-0.368317,-0.127246,2000,d2m,2m Dewpoint,K,temporal_spatial_mean,,366.000000,0.517421,0.676743,0.888539,0.996144,0.000000,0.992303,0.136876
24675,904930,957.561157,958.686829,1.125671,72.460472,73.934723,1.020346,0.034121,0.000000,985.136169,988.394775,3.258606,0.330777,1016.436584,1016.803528,0.366943,0.036101,1018.236572,1018.348755,0.112183,0.011017,1018.575012,1018.658142,0.083130,0.008161,1019.012024,1018.957764,-0.054260,-0.005325,2000,sp,Surface Pressure,hPa,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
366,366,956.773560,96762.820312,95806.046875,2.946078,251.839722,85.483047,1.000000,0.000000,956.722168,96754.890625,95798.171875,10013.165039,958.637756,96910.640625,95952.000000,10009.203125,960.599792,97098.640625,96138.039062,10008.125977,962.273804,97221.367188,96259.093750,10003.294922,963.990234,97326.289062,96362.296875,9996.190430,2000,sp,Surface Pressure,hPa,temporal_spatial_mean,,366.000000,95806.046875,95806.046875,95806.367188,0.978389,0.000000,0.957245,32519.968750
24675,904930,0.446699,0.321030,-0.125669,1.381578,1.440741,1.042822,0.074079,0.000000,0.595880,0.465400,-0.130480,-21.897078,1.081537,1.020629,-0.060908,-5.631632,1.960797,1.929907,-0.030890,-1.575385,2.627409,2.452897,-0.174512,-6.641995,3.583150,3.587376,0.004225,0.117920,2000,u10,10m U-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
366,366,0.462705,0.136640,-0.326065,0.651692,0.469740,0.720800,0.284153,0.000000,0.431021,0.084158,-0.346863,-80.474808,0.892726,0.409609,-0.483118,-54.117119,1.325970,0.795795,-0.530175,-39.983944,1.654822,1.023839,-0.630983,-38.129951,1.878794,1.416405,-0.462389,-24.610949,2000,u10,10m U-Wind,m/s,temporal_spatial_mean,,366.000000,-0.326065,0.380520,0.466900,0.871669,0.000000,0.759806,0.716444
24675,904930,-0.080723,-0.215978,-0.135255,1.468374,1.577011,1.073984,0.065006,0.000000,0.200052,0.118219,-0.081833,-40.905922,0.558084,0.515668,-0.042416,-7.600246,1.020152,1.070773,0.050620,4.962023,1.439639,1.394476,-0.045163,-3.137107,2.246399,2.254445,0.008046,0.358169,2000,v10,10m V-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
366,366,-0.069514,-0.462615,-0.393100,0.729165,0.522675,0.716813,0.338798,0.000000,-0.034479,-0.396669,-0.362190,-1050.467773,0.492592,-0.123558,-0.616150,-125.083168,0.804424,0.160736,-0.643689,-80.018524,0.984550,0.283530,-0.701021,-71.202126,1.205652,0.633660,-0.571992,-47.442509,2000,v10,10m V-Wind,m/s,temporal_spatial_mean,,366.000000,-0.393100,0.499607,0.587829,0.805339,0.000000,0.648571,0.806167
24675,904924,1.107101,0.736666,-0.370435,1.042036,0.890843,0.854906,0.233520,0.000000,0.978737,0.408281,-0.570456,-58.284882,1.899256,1.106878,-0.792378,-41.720428,2.683667,2.152638,-0.531029,-19.787422,2.975115,2.580269,-0.394845,-13.271598,3.533020,3.518519,-0.014501,-0.410438,2000,lai,Leaf Area Index,Index,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
366,366,1.135380,0.661548,-0.473832,0.286799,0.320283,1.116750,0.655738,0.000000,1.034590,0.538941,-0.495649,-47.907791,1.417773,0.976069,-0.441704,-31.154757,1.574003,1.158607,-0.415396,-26.391064,1.598859,1.186192,-0.412667,-25.810081,1.619156,1.208166,-0.410989,-25.382944,2000,lai,Leaf Area Index,Index,temporal_spatial_mean,,366.000000,-0.473832,0.473832,0.475186,0.999111,0.000000,0.998223,1.656858
24675,904930,287.132446,287.322632,0.190186,6.612633,6.698913,1.013048,0.027606,0.000000,287.152924,287.530212,0.377289,0.131390,292.475464,292.589264,0.113800,0.038909,296.545258,296.687714,0.142456,0.048039,297.433685,297.640167,0.206482,0.069421,298.224365,298.486511,0.262146,0.087902,2001,t2m,2m Temperature,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,286.519684,286.170197,-0.349487,7.267441,6.711185,0.923459,0.112329,0.019926,286.895721,286.496368,-0.399353,-0.139198,293.295746,292.560089,-0.735657,-0.250824,295.798920,295.036346,-0.762573,-0.257801,296.303101,295.446320,-0.856781,-0.289157,297.320984,296.273804,-1.047180,-0.352205,2001,t2m,2m Temperature,K,temporal_spatial_mean,,365.000000,-0.349517,0.695927,0.814875,0.997617,0.000000,0.995240,0.112127
24675,904930,280.523621,280.666229,0.142609,7.365652,7.943956,1.078514,0.034119,0.000000,279.725708,279.912231,0.186523,0.066681,286.561218,287.422485,0.861267,0.300553,291.471619,292.262939,0.791321,0.271492,292.875916,293.638733,0.762817,0.260458,293.832275,294.581177,0.748901,0.254874,2001,d2m,2m Dewpoint,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,279.997345,280.518372,0.521027,6.253272,5.814005,0.929754,0.076712,0.233280,279.762207,280.559143,0.796936,0.284862,285.891968,286.120300,0.228333,0.079867,288.405365,288.285004,-0.120361,-0.041733,289.200562,288.836304,-0.364258,-0.125953,289.860260,289.569183,-0.291077,-0.100420,2001,d2m,2m Dewpoint,K,temporal_spatial_mean,,365.000000,0.521018,0.660827,0.864268,0.996114,0.000000,0.992243,0.138210
24675,904930,957.477600,958.610901,1.133301,72.500603,73.975266,1.020340,0.033185,0.000000,984.945801,988.268921,3.323120,0.337391,1016.457153,1016.774658,0.317505,0.031236,1018.310364,1018.416931,0.106567,0.010465,1018.709900,1018.851257,0.141357,0.013876,1019.251831,1019.269165,0.017334,0.001701,2001,sp,Surface Pressure,hPa,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,956.657349,96741.070312,95784.414062,2.702021,228.051697,84.400429,1.000000,0.000000,956.715576,96738.359375,95781.640625,10011.505859,958.447815,96902.679688,95944.234375,10010.375977,959.936157,97027.750000,96067.812500,10007.729492,960.859497,97094.843750,96133.984375,10004.999023,963.539429,97283.000000,96319.460938,9996.420898,2001,sp,Surface Pressure,hPa,temporal_spatial_mean,,365.000000,95784.406250,95784.406250,95784.679688,0.961429,0.000000,0.924345,35449.277344
24675,904930,0.407491,0.255024,-0.152467,1.462723,1.510050,1.032355,0.091688,0.000000,0.622728,0.463134,-0.159594,-25.628202,1.120739,1.022743,-0.097997,-8.743934,2.012532,1.921303,-0.091229,-4.533040,2.606541,2.409163,-0.197378,-7.572425,3.560738,3.450269,-0.110470,-3.102441,2001,u10,10m U-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,0.426910,0.096707,-0.330204,0.673530,0.511798,0.759875,0.282192,0.000000,0.398407,0.034100,-0.364307,-91.440895,0.873167,0.407563,-0.465604,-53.323639,1.260506,0.793439,-0.467067,-37.053955,1.590003,1.080281,-0.509722,-32.057957,2.190590,1.437644,-0.752946,-34.371834,2001,u10,10m U-Wind,m/s,temporal_spatial_mean,,365.000000,-0.330204,0.397578,0.471678,0.873389,0.000000,0.762809,0.700307
24675,904930,-0.041203,-0.192127,-0.150924,1.462403,1.570849,1.074156,0.088055,0.000000,0.251863,0.183955,-0.067908,-26.962162,0.623846,0.583777,-0.040069,-6.422878,1.002520,1.035948,0.033428,3.334357,1.385423,1.365967,-0.019456,-1.404355,1.974583,1.980323,0.005740,0.290685,2001,v10,10m V-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,-0.025128,-0.433149,-0.408021,0.665675,0.498105,0.748271,0.347945,0.000000,0.040252,-0.385285,-0.425537,-1057.179688,0.495590,-0.112550,-0.608140,-122.710205,0.836073,0.179088,-0.656985,-78.579849,0.960992,0.333671,-0.627321,-65.278511,1.138509,0.651918,-0.486591,-42.739334,2001,v10,10m V-Wind,m/s,temporal_spatial_mean,,365.000000,-0.408021,0.528505,0.624562,0.705171,0.000000,0.497266,0.938238
24675,904924,1.107864,0.737608,-0.370256,1.042914,0.891977,0.855274,0.233251,0.000000,0.979251,0.408680,-0.570572,-58.266132,1.900364,1.108200,-0.792164,-41.684853,2.686740,2.156048,-0.530691,-19.752243,2.978221,2.584502,-0.393719,-13.219945,3.534683,3.521620,-0.013063,-0.369565,2001,lai,Leaf Area Index,Index,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,1.136164,0.662359,-0.473805,0.286799,0.320325,1.116896,0.654795,0.000000,1.035601,0.541342,-0.494259,-47.726807,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158675,-0.415330,-26.386803,1.598887,1.186211,-0.412676,-25.810190,1.619166,1.208136,-0.411030,-25.385286,2001,lai,Leaf Area Index,Index,temporal_spatial_mean,,365.000000,-0.473805,0.473805,0.475161,0.999115,0.000000,0.998230,1.656772
24675,904930,286.947876,287.053375,0.105499,6.995508,7.143543,1.021162,0.019685,0.000000,287.123108,287.371460,0.248352,0.086497,292.615723,292.732544,0.116821,0.039923,296.759308,296.881531,0.122223,0.041186,297.678040,297.972321,0.294281,0.098859,298.503998,298.814026,0.310028,0.103861,2002,t2m,2m Temperature,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,286.260345,285.717499,-0.542847,7.280480,6.876647,0.944532,0.136986,0.002095,285.834381,285.637512,-0.196869,-0.068875,293.596405,292.465424,-1.130981,-0.385216,296.165253,295.145508,-1.019745,-0.344316,296.693054,295.456604,-1.236450,-0.416744,297.088135,295.851166,-1.236969,-0.416364,2002,t2m,2m Temperature,K,temporal_spatial_mean,,365.000000,-0.542860,0.783809,0.920453,0.996111,0.000000,0.992236,0.126428
24675,904930,280.098389,280.246643,0.148254,7.934390,8.541958,1.076574,0.040897,0.000000,279.362000,279.618439,0.256439,0.091795,286.474548,287.325165,0.850616,0.296926,291.908142,292.722900,0.814758,0.279115,293.299408,294.067322,0.767914,0.261819,294.282623,294.968628,0.686005,0.233111,2002,d2m,2m Dewpoint,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,279.528564,279.990204,0.461639,6.581989,6.202662,0.942369,0.071233,0.312940,279.168732,279.898132,0.729401,0.261276,286.074249,286.387512,0.313263,0.109504,288.245331,288.205292,-0.040039,-0.013891,288.914246,288.570007,-0.344238,-0.119149,289.741058,289.288300,-0.452759,-0.156263,2002,d2m,2m Dewpoint,K,temporal_spatial_mean,,365.000000,0.461629,0.653793,0.815830,0.996221,0.000000,0.992456,0.123949
24675,904930,957.430298,958.561218,1.130920,72.427238,73.909523,1.020466,0.033523,0.000000,984.850952,988.149414,3.298462,0.334920,1016.261719,1016.583130,0.321411,0.031627,1018.273499,1018.376404,0.102905,0.010106,1018.724426,1018.775574,0.051147,0.005021,1019.337463,1019.283752,-0.053711,-0.005269,2002,sp,Surface Pressure,hPa,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,956.614563,96744.007812,95787.390625,2.603900,242.958969,93.305809,1.000000,0.000000,956.489136,96743.125000,95786.632812,10014.398438,958.344788,96905.031250,95946.687500,10011.708984,960.147766,97070.234375,96110.085938,10009.926758,960.977295,97137.664062,96176.687500,10008.216797,962.097595,97300.312500,96338.218750,10013.352539,2002,sp,Surface Pressure,hPa,temporal_spatial_mean,,365.000000,95787.398438,95787.398438,95787.703125,0.960520,0.000000,0.922598,36786.250000
24675,904930,0.462456,0.261747,-0.200709,1.428543,1.487290,1.041124,0.102437,0.000000,0.674480,0.474737,-0.199743,-29.614380,1.225846,1.061178,-0.164668,-13.432986,2.020227,1.900523,-0.119704,-5.925292,2.585757,2.288430,-0.297327,-11.498644,3.536492,3.502631,-0.033861,-0.957465,2002,u10,10m U-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,0.488257,0.096946,-0.391311,0.750530,0.601424,0.801332,0.295890,0.000000,0.446336,0.030403,-0.415933,-93.188347,0.970645,0.414434,-0.556211,-57.303219,1.434215,0.894031,-0.540184,-37.664082,1.872905,1.217410,-0.655495,-34.998840,2.421717,1.686996,-0.734721,-30.338850,2002,u10,10m U-Wind,m/s,temporal_spatial_mean,,365.000000,-0.391310,0.431695,0.510717,0.905319,0.000000,0.819603,0.680475
24675,904930,-0.037586,-0.201328,-0.163741,1.491627,1.601466,1.073637,0.081580,0.000000,0.296974,0.203346,-0.093628,-31.527451,0.662671,0.586366,-0.076304,-11.514686,0.954674,0.960020,0.005345,0.559913,1.166826,1.177758,0.010933,0.936970,1.683250,1.749785,0.066535,3.952755,2002,v10,10m V-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,-0.028703,-0.469263,-0.440560,0.685751,0.557966,0.813657,0.301370,0.000000,-0.036403,-0.478172,-0.441768,-1213.542358,0.460302,-0.056136,-0.516438,-112.195389,0.828442,0.220966,-0.607476,-73.327469,1.043692,0.426126,-0.617567,-59.171329,1.566185,0.825981,-0.740204,-47.261597,2002,v10,10m V-Wind,m/s,temporal_spatial_mean,,365.000000,-0.440560,0.547634,0.647777,0.726635,0.000000,0.527998,0.944625
24675,904924,1.107864,0.737605,-0.370259,1.042914,0.891980,0.855277,0.233251,0.000000,0.979251,0.408680,-0.570572,-58.266132,1.900364,1.108200,-0.792164,-41.684853,2.686740,2.156048,-0.530691,-19.752243,2.978221,2.584502,-0.393719,-13.219945,3.534683,3.521620,-0.013063,-0.369565,2002,lai,Leaf Area Index,Index,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,1.136164,0.662370,-0.473795,0.286799,0.320328,1.116906,0.654795,0.000000,1.035601,0.541334,-0.494267,-47.727543,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158698,-0.415307,-26.385347,1.598887,1.186241,-0.412646,-25.808319,1.619166,1.208155,-0.411011,-25.384138,2002,lai,Leaf Area Index,Index,temporal_spatial_mean,,365.000000,-0.473795,0.473795,0.475151,0.999115,0.000000,0.998231,1.656737
24675,904930,286.959747,287.103851,0.144104,6.969878,7.168199,1.028454,0.022866,0.000000,287.030670,287.508057,0.477386,0.166319,292.587677,292.722870,0.135193,0.046206,296.706299,296.847290,0.140991,0.047519,297.634247,297.874878,0.240631,0.080848,298.496979,298.796478,0.299500,0.100336,2003,t2m,2m Temperature,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,286.299500,285.922974,-0.376526,7.495200,7.111936,0.948865,0.109589,0.024892,286.686127,286.230377,-0.455750,-0.158972,293.189331,292.584167,-0.605164,-0.206407,296.455048,295.677612,-0.777435,-0.262244,296.826447,295.945038,-0.881409,-0.296944,297.227020,296.365509,-0.861511,-0.289850,2003,t2m,2m Temperature,K,temporal_spatial_mean,,365.000000,-0.376550,0.623872,0.731181,0.997693,0.000000,0.995391,0.097553
24675,904930,280.263672,280.475891,0.212219,7.743146,8.289810,1.070600,0.038231,0.000000,279.301208,279.356628,0.055420,0.019842,286.779633,287.718231,0.938599,0.327289,291.837006,292.641937,0.804932,0.275815,293.182007,293.960236,0.778229,0.265442,294.178650,294.864136,0.685486,0.233017,2003,d2m,2m Dewpoint,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,279.692017,280.276489,0.584473,6.696824,6.321969,0.944025,0.079452,0.199648,279.741089,280.521851,0.780762,0.279102,286.081818,286.270538,0.188721,0.065967,288.598816,288.286560,-0.312256,-0.108197,289.271454,289.093018,-0.178436,-0.061685,289.741882,289.527466,-0.214417,-0.074003,2003,d2m,2m Dewpoint,K,temporal_spatial_mean,,365.000000,0.584491,0.721832,0.903516,0.996053,0.000000,0.992122,0.134917
24675,904930,956.860657,957.978516,1.117859,72.209442,73.683853,1.020419,0.033915,0.000000,984.069275,987.321472,3.252197,0.330485,1015.715576,1016.018921,0.303345,0.029865,1017.315063,1017.423462,0.108398,0.010655,1017.879578,1017.864014,-0.015564,-0.001529,1018.569336,1018.499268,-0.070068,-0.006879,2003,sp,Surface Pressure,hPa,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,956.064209,96687.296875,95731.234375,2.713036,230.361923,84.909264,1.000000,0.000000,956.090149,96686.929688,95730.835938,10012.742188,957.614685,96835.570312,95877.953125,10012.164062,959.801514,96997.976562,96038.171875,10006.044922,960.959106,97092.484375,96131.523438,10003.706055,962.393677,97218.265625,96255.875000,10001.715820,2003,sp,Surface Pressure,hPa,temporal_spatial_mean,,365.000000,95731.242188,95731.242188,95731.507812,0.964293,0.000000,0.929860,35285.746094
24675,904930,0.471435,0.314519,-0.156916,1.306206,1.365752,1.045587,0.096506,0.000000,0.611711,0.452090,-0.159622,-26.094290,1.067401,1.006073,-0.061328,-5.745559,1.904348,1.761283,-0.143065,-7.512546,2.575777,2.260091,-0.315686,-12.255970,3.474355,3.494308,0.019953,0.574294,2003,u10,10m U-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,0.486574,0.164594,-0.321980,0.721552,0.592285,0.820850,0.210959,0.000000,0.422526,0.104103,-0.318424,-75.361847,0.938745,0.541043,-0.397702,-42.365307,1.418402,0.920573,-0.497829,-35.097900,1.704962,1.254094,-0.450868,-26.444454,2.526448,1.725451,-0.800996,-31.704445,2003,u10,10m U-Wind,m/s,temporal_spatial_mean,,365.000000,-0.321980,0.387360,0.468174,0.884401,0.000000,0.782165,0.648843
24675,904930,-0.028842,-0.163124,-0.134282,1.409017,1.538272,1.091734,0.087546,0.000000,0.240357,0.152493,-0.087865,-36.555885,0.615758,0.536240,-0.079518,-12.913851,1.009502,1.041905,0.032403,3.209824,1.260433,1.407020,0.146587,11.629886,1.582527,1.943800,0.361272,22.828812,2003,v10,10m V-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,-0.018616,-0.384429,-0.365813,0.676658,0.524326,0.774876,0.282192,0.000000,0.011479,-0.350381,-0.361860,-3152.447021,0.465627,-0.012823,-0.478450,-102.753891,0.862382,0.199693,-0.662689,-76.844070,1.010164,0.416293,-0.593871,-58.789589,1.211762,0.821388,-0.390374,-32.215385,2003,v10,10m V-Wind,m/s,temporal_spatial_mean,,365.000000,-0.365813,0.486071,0.579823,0.747497,0.000000,0.558752,0.856892
24675,904924,1.107864,0.737627,-0.370237,1.042914,0.891961,0.855259,0.233251,0.000000,0.979251,0.408680,-0.570572,-58.266132,1.900364,1.108200,-0.792164,-41.684853,2.686740,2.156048,-0.530691,-19.752243,2.978221,2.584502,-0.393719,-13.219945,3.534683,3.521620,-0.013063,-0.369565,2003,lai,Leaf Area Index,Index,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,365,1.136164,0.662387,-0.473777,0.286799,0.320314,1.116857,0.654795,0.000000,1.035601,0.541349,-0.494251,-47.726040,1.419498,0.977272,-0.442226,-31.153673,1.574005,1.158704,-0.415301,-26.384998,1.598887,1.186250,-0.412637,-25.807766,1.619166,1.208165,-0.411001,-25.383484,2003,lai,Leaf Area Index,Index,temporal_spatial_mean,,365.000000,-0.473777,0.473777,0.475132,0.999113,0.000000,0.998227,1.656673
24675,904930,286.803192,287.311829,0.508636,6.971154,6.970448,0.999899,0.043528,0.000000,287.015656,287.706696,0.691040,0.240767,292.402313,292.797516,0.395203,0.135157,296.499237,296.841034,0.341797,0.115277,297.400726,297.714508,0.313782,0.105508,298.206451,298.542328,0.335876,0.112632,2004,t2m,2m Temperature,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
366,338,286.129700,286.039124,-0.090576,7.192922,6.868801,0.954939,0.075678,0.249348,286.755829,286.812927,0.057098,0.019912,293.270325,292.388184,-0.882141,-0.300795,294.696991,294.105774,-0.591217,-0.200619,295.586212,294.821960,-0.764252,-0.258555,296.754425,295.731506,-1.022919,-0.344702,2004,t2m,2m Temperature,K,temporal_spatial_mean,,338.000000,-0.482307,0.709187,0.829061,0.997200,0.000000,0.994408,0.113781
24675,904930,280.328674,281.050598,0.721924,7.513839,7.904381,1.051976,0.054672,0.000000,279.651733,280.404663,0.752930,0.269238,286.667053,287.828369,1.161316,0.405110,291.353302,292.423279,1.069977,0.367244,292.635406,293.636780,1.001373,0.342191,293.599274,294.518951,0.919678,0.313243,2004,d2m,2m Dewpoint,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
366,338,279.759186,280.684021,0.924835,6.474564,6.252452,0.965695,0.074935,0.259504,279.773682,281.616882,1.843201,0.658818,285.817444,286.300110,0.482666,0.168872,287.727600,288.149536,0.421936,0.146644,288.555725,288.775787,0.220062,0.076263,289.600983,289.441345,-0.159637,-0.055123,2004,d2m,2m Dewpoint,K,temporal_spatial_mean,,338.000000,0.633326,0.716297,0.878695,0.996715,0.000000,0.993440,0.133735
24675,904930,957.591431,958.628540,1.037109,72.475868,73.959099,1.020465,0.034123,0.000000,985.182190,988.448303,3.266113,0.331524,1016.426147,1016.618225,0.192078,0.018897,1018.271484,1018.294556,0.023071,0.002266,1018.726807,1018.785461,0.058655,0.005758,1019.252014,1019.249634,-0.002380,-0.000234,2004,sp,Surface Pressure,hPa,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
366,338,956.802673,96758.984375,95802.179688,2.864314,244.337570,85.304054,1.000000,0.000000,956.801636,96767.726562,95810.921875,10013.666016,958.823364,96933.726562,95974.906250,10009.655273,960.318481,97054.867188,96094.546875,10006.529297,961.409180,97150.320312,96188.914062,10004.992188,963.779846,97347.335938,96383.554688,10000.577148,2004,sp,Surface Pressure,hPa,temporal_spatial_mean,,338.000000,95802.226562,95802.226562,95802.531250,0.972849,0.000000,0.946436,33875.214844
24675,904930,0.421287,0.245986,-0.175301,1.377267,1.436653,1.043119,0.090871,0.000000,0.588833,0.431488,-0.157344,-26.721407,1.079545,0.971431,-0.108114,-10.014751,1.836241,1.813478,-0.022763,-1.239647,2.600259,2.347589,-0.252669,-9.717084,3.512566,3.311097,-0.201469,-5.735663,2004,u10,10m U-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
366,338,0.439963,0.061406,-0.378557,0.718752,0.554883,0.772008,0.242911,0.000000,0.367515,-0.008806,-0.376322,-102.396194,0.905676,0.412633,-0.493043,-54.439259,1.433303,0.840473,-0.592830,-41.361080,1.732128,1.076117,-0.656011,-37.873119,2.139066,1.494155,-0.644911,-30.149178,2004,u10,10m U-Wind,m/s,temporal_spatial_mean,,338.000000,-0.366022,0.430652,0.508369,0.872290,0.000000,0.760890,0.716507
24675,904930,-0.098508,-0.203396,-0.104889,1.443431,1.566774,1.085451,0.076305,0.000000,0.232536,0.146475,-0.086061,-37.009716,0.533003,0.547257,0.014254,2.674367,0.921931,1.034209,0.112278,12.178562,1.216453,1.308515,0.092062,7.568078,1.814887,2.012990,0.198103,10.915446,2004,v10,10m V-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
366,338,-0.087208,-0.498872,-0.411664,0.711255,0.538137,0.756601,0.334578,0.000000,-0.013906,-0.499917,-0.486010,-3494.856689,0.455431,-0.157980,-0.613412,-134.688065,0.832149,0.176587,-0.655562,-78.779381,0.999512,0.363417,-0.636095,-63.640537,1.339318,0.791640,-0.547678,-40.892311,2004,v10,10m V-Wind,m/s,temporal_spatial_mean,,338.000000,-0.431793,0.536170,0.634963,0.764731,0.000000,0.584814,0.879240
24675,904924,1.107101,0.764015,-0.343086,1.042036,0.923962,0.886689,0.221661,0.000000,0.978737,0.419850,-0.558887,-57.102879,1.899256,1.144608,-0.754648,-39.733879,2.683667,2.246401,-0.437266,-16.293606,2.975115,2.697013,-0.278101,-9.347579,3.533020,3.614816,0.081796,2.315178,2004,lai,Leaf Area Index,Index,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
366,338,1.135380,0.684772,-0.450608,0.286799,0.322241,1.123578,0.627219,0.000000,1.034590,0.602663,-0.431927,-41.748650,1.417773,1.008410,-0.409364,-28.873695,1.574003,1.162887,-0.411116,-26.119141,1.598859,1.187591,-0.411268,-25.722572,1.619156,1.208711,-0.410445,-25.349327,2004,lai,Leaf Area Index,Index,temporal_spatial_mean,,338.000000,-0.470505,0.470505,0.471826,0.999126,0.000000,0.998252,1.630582
24675,904930,287.212311,288.030243,0.817932,6.754102,6.647106,0.984158,0.056625,0.000000,287.385681,288.289703,0.904022,0.314568,292.762299,293.402527,0.640228,0.218685,296.726349,297.251007,0.524658,0.176816,297.563171,298.102448,0.539276,0.181231,298.243683,298.811798,0.568115,0.190487,2005,t2m,2m Temperature,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,333,286.571136,286.880157,0.309021,7.377392,6.759727,0.916276,0.086783,0.134311,286.215332,287.332825,1.117493,0.390438,293.721344,293.282593,-0.438751,-0.149377,295.903625,295.256714,-0.646912,-0.218622,296.979919,295.920441,-1.059479,-0.356751,297.680084,296.251617,-1.428467,-0.479866,2005,t2m,2m Temperature,K,temporal_spatial_mean,,333.000000,-0.457721,0.689944,0.805603,0.997945,0.000000,0.995894,0.111153
24675,904930,280.344971,281.439056,1.094086,7.391006,7.666067,1.037216,0.058133,0.000000,279.310974,280.584412,1.273438,0.455921,286.533783,287.903564,1.369781,0.478052,291.516327,292.799438,1.283112,0.440151,292.772614,294.009521,1.236908,0.422481,293.702667,294.839813,1.137146,0.387176,2005,d2m,2m Dewpoint,K,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,333,279.822571,281.329712,1.507141,6.488702,6.021193,0.927950,0.129787,0.005004,279.130341,282.049316,2.918976,1.045739,286.335510,287.058319,0.722809,0.252434,288.245544,288.717834,0.472290,0.163850,288.996033,288.994171,-0.001862,-0.000644,289.637054,289.486481,-0.150574,-0.051987,2005,d2m,2m Dewpoint,K,temporal_spatial_mean,,333.000000,0.862558,0.904506,1.077142,0.996602,0.000000,0.993215,0.167954
24675,904930,956.749084,957.878296,1.129211,72.171288,73.540443,1.018971,0.034560,0.000000,984.346436,987.680054,3.333618,0.338663,1015.379517,1015.445862,0.066345,0.006534,1016.744202,1016.835999,0.091797,0.009029,1017.157410,1017.165161,0.007751,0.000762,1017.999878,1018.144104,0.144226,0.014168,2005,sp,Surface Pressure,hPa,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
365,333,955.987000,96685.625000,95729.640625,3.058041,268.971802,87.955605,1.000000,0.000000,955.746094,96652.937500,95697.187500,10012.825195,957.549561,96818.796875,95861.250000,10011.100586,959.862488,97027.679688,96067.820312,10008.498047,961.551086,97187.039062,96225.484375,10007.318359,965.045349,97425.804688,96460.757812,9995.463867,2005,sp,Surface Pressure,hPa,temporal_spatial_mean,,333.000000,95729.593750,95729.593750,95729.968750,0.975762,0.000000,0.952112,31195.406250
24675,904930,0.362615,0.179644,-0.182971,1.243623,1.335405,1.073802,0.097115,0.000000,0.474086,0.314450,-0.159636,-33.672413,0.914500,0.862383,-0.052117,-5.698962,1.674818,1.605803,-0.069015,-4.120727,2.306877,2.082103,-0.224774,-9.743643,3.494420,3.383898,-0.110523,-3.162828,2005,u10,10m U-Wind,m/s,native_spatial_distribution,Native grids; not paired pixelwise,,,,,,,,
